GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Average,1 Room (Households),2 Rooms (Households),3 Rooms (Households),4 Rooms (Households),5 Rooms (Households),6 Rooms (Households),7 Rooms (Households),8 or more Rooms (Households),Total (Households),% 1 Room (Households),% 2 Rooms (Households),% 3 Rooms (Households),% 4 Rooms (Households),% 5 Rooms (Households),% 6 Rooms (Households),% 7 Rooms (Households),% 8 or more Rooms (Households),% Total (Households)
268023009,543,023 Beaumont C,023 Beaumont C,Dublin City,RoI,5.4,0,1,4,3,21,48,12,8,105,0,1,3.8,2.9,20,45.7,11.4,7.6,100
268023010,544,023 Beaumont C,023 Beaumont C,Dublin City,RoI,5.9,0,1,4,2,16,38,19,11,93,0,1.1,4.3,2.2,17.2,40.9,20.4,11.8,100
268023011,545,023 Beaumont C,023 Beaumont C,Dublin City,RoI,2.9,0,13,41,21,0,0,0,0,80,0,16.3,51.3,26.3,0,0,0,0,100
268023012,546,023 Beaumont C,023 Beaumont C,Dublin City,RoI,4.5,2,7,32,4,31,28,12,3,124,1.6,5.6,25.8,3.2,25,22.6,9.7,2.4,100
268023013,547,023 Beaumont C,023 Beaumont C,Dublin City,RoI,4,1,15,42,8,9,27,10,2,121,0.8,12.4,34.7,6.6,7.4,22.3,8.3,1.7,100
268024001,548,024 Beaumont D,024 Beaumont D,Dublin City,RoI,6.3,0,0,0,2,15,32,28,22,102,0,0,0,2,14.7,31.4,27.5,21.6,100
268024002,549,024 Beaumont D,024 Beaumont D,Dublin City,RoI,6.4,0,0,3,2,13,18,45,17,100,0,0,3,2,13,18,45,17,100
268024003,550,024 Beaumont D,024 Beaumont D,Dublin City,RoI,6.4,0,1,1,3,7,32,62,26,138,0,0.7,0.7,2.2,5.1,23.2,44.9,18.8,100
268024004,551,024 Beaumont D,024 Beaumont D,Dublin City,RoI,5.3,0,1,5,2,20,36,13,6,91,0,1.1,5.5,2.2,22,39.6,14.3,6.6,100
268024005,552,024 Beaumont D,024 Beaumont D,Dublin City,RoI,5.8,0,0,3,3,24,19,24,9,86,0,0,3.5,3.5,27.9,22.1,27.9,10.5,100
268024006,553,024 Beaumont D,024 Beaumont D,Dublin City,RoI,5.5,0,0,4,1,37,36,13,6,101,0,0,4,1,36.6,35.6,12.9,5.9,100
268024007,554,024 Beaumont D,024 Beaumont D,Dublin City,RoI,5.8,0,0,1,1,22,56,15,6,104,0,0,1,1,21.2,53.8,14.4,5.8,100
268025001,555,025 Beaumont E,025 Beaumont E,Dublin City,RoI,5.8,0,2,3,5,19,42,16,10,99,0,2,3,5.1,19.2,42.4,16.2,10.1,100
268025002,556,025 Beaumont E,025 Beaumont E,Dublin City,RoI,5.8,0,1,9,3,9,45,19,9,96,0,1,9.4,3.1,9.4,46.9,19.8,9.4,100
268025003,557,025 Beaumont E,025 Beaumont E,Dublin City,RoI,5.5,0,0,3,0,18,47,13,5,93,0,0,3.2,0,19.4,50.5,14,5.4,100
268025004,558,025 Beaumont E,025 Beaumont E,Dublin City,RoI,5.7,0,1,2,6,9,47,21,7,98,0,1,2,6.1,9.2,48,21.4,7.1,100
268025005,559,025 Beaumont E,025 Beaumont E,Dublin City,RoI,5.7,0,0,3,2,12,66,21,5,115,0,0,2.6,1.7,10.4,57.4,18.3,4.3,100
268025006,560,025 Beaumont E,025 Beaumont E,Dublin City,RoI,5.8,1,0,0,4,12,34,17,6,77,1.3,0,0,5.2,15.6,44.2,22.1,7.8,100
268025007,561,025 Beaumont E,025 Beaumont E,Dublin City,RoI,5.8,0,0,0,2,17,52,14,5,93,0,0,0,2.2,18.3,55.9,15.1,5.4,100
268025008,562,025 Beaumont E,025 Beaumont E,Dublin City,RoI,4.8,1,7,8,17,28,25,6,6,101,1,6.9,7.9,16.8,27.7,24.8,5.9,5.9,100
268026001,563,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.8,1,0,2,2,11,34,21,7,82,1.2,0,2.4,2.4,13.4,41.5,25.6,8.5,100
268026002,564,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.8,0,0,4,5,32,18,27,12,101,0,0,4,5,31.7,17.8,26.7,11.9,100
268026003,565,026 Beaumont F,026 Beaumont F,Dublin City,RoI,4.1,39,5,6,12,7,14,16,24,130,30,3.8,4.6,9.2,5.4,10.8,12.3,18.5,100
268026004,566,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5,1,2,9,3,33,25,7,7,92,1.1,2.2,9.8,3.3,35.9,27.2,7.6,7.6,100
268026005,567,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.2,2,1,9,4,29,24,10,4,85,2.4,1.2,10.6,4.7,34.1,28.2,11.8,4.7,100
268026006,568,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.2,0,0,12,7,54,26,12,6,120,0,0,10,5.8,45,21.7,10,5,100
268026007,569,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.7,1,1,2,3,18,45,18,7,98,1,1,2,3.1,18.4,45.9,18.4,7.1,100
268026008,570,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.9,0,0,0,1,23,56,23,12,120,0,0,0,0.8,19.2,46.7,19.2,10,100
268026009,571,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.8,0,0,1,6,8,55,17,6,97,0,0,1,6.2,8.2,56.7,17.5,6.2,100
268026010,572,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.7,0,1,1,2,21,60,24,4,120,0,0.8,0.8,1.7,17.5,50,20,3.3,100
268026011,573,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.9,0,0,1,6,21,74,15,8,127,0,0,0.8,4.7,16.5,58.3,11.8,6.3,100
268026012,574,026 Beaumont F,026 Beaumont F,Dublin City,RoI,5.8,1,0,8,6,9,31,18,17,93,1.1,0,8.6,6.5,9.7,33.3,19.4,18.3,100
268027001,575,027 Botanic A,027 Botanic A,Dublin City,RoI,4.7,5,10,6,20,7,16,14,17,104,4.8,9.6,5.8,19.2,6.7,15.4,13.5,16.3,100
268027002,576,027 Botanic A,027 Botanic A,Dublin City,RoI,5.6,0,3,4,8,19,42,13,8,99,0,3,4,8.1,19.2,42.4,13.1,8.1,100
268027003,577,027 Botanic A,027 Botanic A,Dublin City,RoI,3,3,19,31,21,1,2,0,0,79,3.8,24.1,39.2,26.6,1.3,2.5,0,0,100
268027004,578,027 Botanic A,027 Botanic A,Dublin City,RoI,3,3,16,28,15,2,1,0,0,65,4.6,24.6,43.1,23.1,3.1,1.5,0,0,100
268027005,579,027 Botanic A,027 Botanic A,Dublin City,RoI,6.2,0,1,2,6,16,42,39,24,134,0,0.7,1.5,4.5,11.9,31.3,29.1,17.9,100
268027006,580,027 Botanic A,027 Botanic A,Dublin City,RoI,4.4,0,10,20,24,2,1,2,17,77,0,13,26,31.2,2.6,1.3,2.6,22.1,100
268027007,581,027 Botanic A,027 Botanic A,Dublin City,RoI,4.2,3,8,16,7,7,16,9,3,74,4.1,10.8,21.6,9.5,9.5,21.6,12.2,4.1,100
268027008,582,027 Botanic A,027 Botanic A,Dublin City,RoI,4.8,5,8,22,21,5,20,20,16,122,4.1,6.6,18,17.2,4.1,16.4,16.4,13.1,100
268027009,583,027 Botanic A,027 Botanic A,Dublin City,RoI,6.5,0,0,0,3,4,37,22,34,104,0,0,0,2.9,3.8,35.6,21.2,32.7,100
268027010,584,027 Botanic A,027 Botanic A,Dublin City,RoI,3.9,8,10,12,12,15,14,6,5,91,8.8,11,13.2,13.2,16.5,15.4,6.6,5.5,100
268027011,585,027 Botanic A,027 Botanic A,Dublin City,RoI,4.1,6,23,13,11,20,25,8,2,112,5.4,20.5,11.6,9.8,17.9,22.3,7.1,1.8,100
268027012,586,027 Botanic A,027 Botanic A,Dublin City,RoI,5.1,3,14,14,5,4,20,35,18,121,2.5,11.6,11.6,4.1,3.3,16.5,28.9,14.9,100
268027013,587,027 Botanic A,027 Botanic A,Dublin City,RoI,3.3,1,11,33,15,5,3,1,2,76,1.3,14.5,43.4,19.7,6.6,3.9,1.3,2.6,100
268028001,588,028 Botanic B,028 Botanic B,Dublin City,RoI,3.9,23,8,4,8,10,19,11,4,91,25.3,8.8,4.4,8.8,11,20.9,12.1,4.4,100
268028002,589,028 Botanic B,028 Botanic B,Dublin City,RoI,5,1,3,4,9,25,32,7,1,86,1.2,3.5,4.7,10.5,29.1,37.2,8.1,1.2,100
268028003,590,028 Botanic B,028 Botanic B,Dublin City,RoI,3.5,53,16,4,11,3,12,19,18,146,36.3,11,2.7,7.5,2.1,8.2,13,12.3,100
268028004,591,028 Botanic B,028 Botanic B,Dublin City,RoI,4.3,9,6,14,20,16,21,3,4,94,9.6,6.4,14.9,21.3,17,22.3,3.2,4.3,100
268028005,592,028 Botanic B,028 Botanic B,Dublin City,RoI,6.5,0,2,3,3,5,20,36,25,96,0,2.1,3.1,3.1,5.2,20.8,37.5,26,100
268028006,593,028 Botanic B,028 Botanic B,Dublin City,RoI,6,7,3,2,2,1,21,12,34,85,8.2,3.5,2.4,2.4,1.2,24.7,14.1,40,100
268028007,594,028 Botanic B,028 Botanic B,Dublin City,RoI,5.8,0,6,4,1,4,10,25,27,86,0,7,4.7,1.2,4.7,11.6,29.1,31.4,100
268028008,595,028 Botanic B,028 Botanic B,Dublin City,RoI,5.4,2,4,2,7,26,35,19,12,113,1.8,3.5,1.8,6.2,23,31,16.8,10.6,100
268028009,596,028 Botanic B,028 Botanic B,Dublin City,RoI,5.5,7,7,4,4,3,24,34,18,107,6.5,6.5,3.7,3.7,2.8,22.4,31.8,16.8,100
268028010,597,028 Botanic B,028 Botanic B,Dublin City,RoI,3.6,0,10,23,43,19,1,0,0,100,0,10,23,43,19,1,0,0,100
268028011,598,028 Botanic B,028 Botanic B,Dublin City,RoI,2.4,22,17,15,3,1,1,1,4,69,31.9,24.6,21.7,4.3,1.4,1.4,1.4,5.8,100
268028012,599,028 Botanic B,028 Botanic B,Dublin City,RoI,4.5,0,2,19,15,11,8,12,0,68,0,2.9,27.9,22.1,16.2,11.8,17.6,0,100
268028013,600,028 Botanic B,028 Botanic B,Dublin City,RoI,3.8,22,13,21,4,16,20,9,8,119,18.5,10.9,17.6,3.4,13.4,16.8,7.6,6.7,100
268028014,601,028 Botanic B,028 Botanic B,Dublin City,RoI,5.6,4,0,2,6,17,43,15,16,108,3.7,0,1.9,5.6,15.7,39.8,13.9,14.8,100
268029001,602,029 Botanic C,029 Botanic C,Dublin City,RoI,3.5,17,18,10,15,18,15,4,2,105,16.2,17.1,9.5,14.3,17.1,14.3,3.8,1.9,100
268029002,603,029 Botanic C,029 Botanic C,Dublin City,RoI,4.4,17,11,10,9,10,34,21,8,131,13,8.4,7.6,6.9,7.6,26,16,6.1,100
268029003,604,029 Botanic C,029 Botanic C,Dublin City,RoI,2.7,41,28,14,12,9,9,9,3,138,29.7,20.3,10.1,8.7,6.5,6.5,6.5,2.2,100
268029004,605,029 Botanic C,029 Botanic C,Dublin City,RoI,4.5,15,11,5,3,7,21,13,17,101,14.9,10.9,5,3,6.9,20.8,12.9,16.8,100
268029005,606,029 Botanic C,029 Botanic C,Dublin City,RoI,7.1,0,1,1,0,4,9,29,47,93,0,1.1,1.1,0,4.3,9.7,31.2,50.5,100
268029006,607,029 Botanic C,029 Botanic C,Dublin City,RoI,6.2,5,4,3,2,2,12,33,25,88,5.7,4.5,3.4,2.3,2.3,13.6,37.5,28.4,100
268029007,608,029 Botanic C,029 Botanic C,Dublin City,RoI,3.8,18,12,7,9,10,10,12,11,99,18.2,12.1,7.1,9.1,10.1,10.1,12.1,11.1,100
268029008,609,029 Botanic C,029 Botanic C,Dublin City,RoI,3.4,20,11,4,4,9,5,12,8,85,23.5,12.9,4.7,4.7,10.6,5.9,14.1,9.4,100
268030001,610,030 Cabra East A,030 Cabra East A,Dublin City,RoI,4.4,5,12,10,4,14,28,8,3,90,5.6,13.3,11.1,4.4,15.6,31.1,8.9,3.3,100
268030002,611,030 Cabra East A,030 Cabra East A,Dublin City,RoI,4.3,8,9,8,23,14,21,7,7,103,7.8,8.7,7.8,22.3,13.6,20.4,6.8,6.8,100
268030003,612,030 Cabra East A,030 Cabra East A,Dublin City,RoI,5.1,7,5,6,4,32,51,17,6,133,5.3,3.8,4.5,3,24.1,38.3,12.8,4.5,100
268030004,613,030 Cabra East A,030 Cabra East A,Dublin City,RoI,5.2,0,2,3,6,26,31,15,1,89,0,2.2,3.4,6.7,29.2,34.8,16.9,1.1,100
268030005,614,030 Cabra East A,030 Cabra East A,Dublin City,RoI,5.1,0,1,3,11,48,24,8,5,104,0,1,2.9,10.6,46.2,23.1,7.7,4.8,100
268030006,615,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.1,28,19,7,3,2,0,0,3,63,44.4,30.2,11.1,4.8,3.2,0,0,4.8,100
268030007,616,030 Cabra East A,030 Cabra East A,Dublin City,RoI,3.5,6,24,37,12,19,10,5,1,117,5.1,20.5,31.6,10.3,16.2,8.5,4.3,0.9,100
268030008,617,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.9,47,34,9,7,6,14,11,4,137,34.3,24.8,6.6,5.1,4.4,10.2,8,2.9,100
268030009,618,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.6,3,21,27,7,2,0,1,0,65,4.6,32.3,41.5,10.8,3.1,0,1.5,0,100
268030010,619,030 Cabra East A,030 Cabra East A,Dublin City,RoI,5.4,1,0,1,2,14,46,7,0,76,1.3,0,1.3,2.6,18.4,60.5,9.2,0,100
268030011,620,030 Cabra East A,030 Cabra East A,Dublin City,RoI,3.8,2,23,5,12,6,17,5,1,75,2.7,30.7,6.7,16,8,22.7,6.7,1.3,100
268030012,621,030 Cabra East A,030 Cabra East A,Dublin City,RoI,4.3,1,2,8,37,21,15,2,0,90,1.1,2.2,8.9,41.1,23.3,16.7,2.2,0,100
268030013,622,030 Cabra East A,030 Cabra East A,Dublin City,RoI,3.4,5,21,8,9,19,5,1,1,73,6.8,28.8,11,12.3,26,6.8,1.4,1.4,100
268030014,623,030 Cabra East A,030 Cabra East A,Dublin City,RoI,6.2,1,0,2,6,2,7,49,31,109,0.9,0,1.8,5.5,1.8,6.4,45,28.4,100
268030015,624,030 Cabra East A,030 Cabra East A,Dublin City,RoI,6.7,0,0,1,4,1,12,70,33,127,0,0,0.8,3.1,0.8,9.4,55.1,26,100
268030016,625,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.1,41,29,10,3,1,2,3,1,91,45.1,31.9,11,3.3,1.1,2.2,3.3,1.1,100
268030017,626,030 Cabra East A,030 Cabra East A,Dublin City,RoI,1.5,47,25,5,0,0,0,0,1,81,58,30.9,6.2,0,0,0,0,1.2,100
268030018,627,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.2,24,20,9,3,0,1,1,3,63,38.1,31.7,14.3,4.8,0,1.6,1.6,4.8,100
268030019,628,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.6,25,23,5,1,2,6,8,1,76,32.9,30.3,6.6,1.3,2.6,7.9,10.5,1.3,100
268030020,629,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.1,24,13,6,4,3,2,1,0,57,42.1,22.8,10.5,7,5.3,3.5,1.8,0,100
268030021,630,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2,43,19,10,4,1,1,1,2,81,53.1,23.5,12.3,4.9,1.2,1.2,1.2,2.5,100
268030022,631,030 Cabra East A,030 Cabra East A,Dublin City,RoI,4,21,11,4,1,3,13,12,6,71,29.6,15.5,5.6,1.4,4.2,18.3,16.9,8.5,100
268030023,632,030 Cabra East A,030 Cabra East A,Dublin City,RoI,4.7,11,11,3,2,7,14,15,9,74,14.9,14.9,4.1,2.7,9.5,18.9,20.3,12.2,100
268030026,634,030 Cabra East A,030 Cabra East A,Dublin City,RoI,3.9,9,17,20,3,16,28,9,11,132,6.8,12.9,15.2,2.3,12.1,21.2,6.8,8.3,100
268030027,635,030 Cabra East A,030 Cabra East A,Dublin City,RoI,2.7,17,27,18,9,18,9,4,3,130,13.1,20.8,13.8,6.9,13.8,6.9,3.1,2.3,100
268031001,636,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.9,1,1,4,13,41,15,4,3,84,1.2,1.2,4.8,15.5,48.8,17.9,4.8,3.6,100
268031002,637,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.6,0,2,6,11,47,8,5,1,85,0,2.4,7.1,12.9,55.3,9.4,5.9,1.2,100
268031003,638,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.9,0,1,2,16,38,24,2,1,88,0,1.1,2.3,18.2,43.2,27.3,2.3,1.1,100
268031004,639,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.2,0,2,6,32,25,6,2,1,79,0,2.5,7.6,40.5,31.6,7.6,2.5,1.3,100
268031005,640,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.1,0,5,5,50,24,10,1,0,100,0,5,5,50,24,10,1,0,100
268031006,641,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4,0,3,10,42,21,9,2,0,94,0,3.2,10.6,44.7,22.3,9.6,2.1,0,100
268031007,642,031 Cabra East B,031 Cabra East B,Dublin City,RoI,3.9,0,8,12,47,18,9,0,0,99,0,8.1,12.1,47.5,18.2,9.1,0,0,100
268031008,643,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4,1,6,11,39,16,6,1,2,86,1.2,7,12.8,45.3,18.6,7,1.2,2.3,100
268031009,644,031 Cabra East B,031 Cabra East B,Dublin City,RoI,3.9,1,8,7,54,27,6,1,1,113,0.9,7.1,6.2,47.8,23.9,5.3,0.9,0.9,100
268031010,645,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.3,0,1,5,39,31,6,0,0,85,0,1.2,5.9,45.9,36.5,7.1,0,0,100
268031011,646,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.5,0,3,7,25,70,20,1,2,139,0,2.2,5,18,50.4,14.4,0.7,1.4,100
268031012,647,031 Cabra East B,031 Cabra East B,Dublin City,RoI,3.7,26,21,8,7,4,5,13,15,103,25.2,20.4,7.8,6.8,3.9,4.9,12.6,14.6,100
268031013,648,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.7,0,1,5,14,41,21,5,0,93,0,1.1,5.4,15.1,44.1,22.6,5.4,0,100
268031014,649,031 Cabra East B,031 Cabra East B,Dublin City,RoI,4.7,0,3,4,27,24,13,2,4,79,0,3.8,5.1,34.2,30.4,16.5,2.5,5.1,100
268031015,650,031 Cabra East B,031 Cabra East B,Dublin City,RoI,3.7,0,16,42,26,22,17,4,1,137,0,11.7,30.7,19,16.1,12.4,2.9,0.7,100
268032001,651,032 Cabra East C,032 Cabra East C,Dublin City,RoI,4.8,1,2,15,15,44,35,4,0,118,0.8,1.7,12.7,12.7,37.3,29.7,3.4,0,100
268032002,652,032 Cabra East C,032 Cabra East C,Dublin City,RoI,4.8,11,11,9,5,14,43,21,8,130,8.5,8.5,6.9,3.8,10.8,33.1,16.2,6.2,100
268032003,653,032 Cabra East C,032 Cabra East C,Dublin City,RoI,6.1,0,0,2,0,12,30,17,9,72,0,0,2.8,0,16.7,41.7,23.6,12.5,100
268032004,654,032 Cabra East C,032 Cabra East C,Dublin City,RoI,4.6,0,4,9,34,12,10,8,9,92,0,4.3,9.8,37,13,10.9,8.7,9.8,100
268032005,655,032 Cabra East C,032 Cabra East C,Dublin City,RoI,3.9,0,4,24,58,16,4,1,1,110,0,3.6,21.8,52.7,14.5,3.6,0.9,0.9,100
268032006,656,032 Cabra East C,032 Cabra East C,Dublin City,RoI,4.1,2,7,12,64,29,7,2,0,125,1.6,5.6,9.6,51.2,23.2,5.6,1.6,0,100
268032007,657,032 Cabra East C,032 Cabra East C,Dublin City,RoI,4.5,3,12,25,10,8,16,20,13,117,2.6,10.3,21.4,8.5,6.8,13.7,17.1,11.1,100
268032008,658,032 Cabra East C,032 Cabra East C,Dublin City,RoI,2.6,52,32,2,6,2,6,5,10,118,44.1,27.1,1.7,5.1,1.7,5.1,4.2,8.5,100
268032009,659,032 Cabra East C,032 Cabra East C,Dublin City,RoI,3.6,31,4,4,1,4,12,10,16,97,32,4.1,4.1,1,4.1,12.4,10.3,16.5,100
268032010,660,032 Cabra East C,032 Cabra East C,Dublin City,RoI,2.5,16,10,9,0,0,4,2,2,46,34.8,21.7,19.6,0,0,8.7,4.3,4.3,100
268032011,661,032 Cabra East C,032 Cabra East C,Dublin City,RoI,1.7,27,12,3,1,0,2,1,1,53,50.9,22.6,5.7,1.9,0,3.8,1.9,1.9,100
268032012,662,032 Cabra East C,032 Cabra East C,Dublin City,RoI,2.8,34,15,6,4,2,9,7,6,93,36.6,16.1,6.5,4.3,2.2,9.7,7.5,6.5,100
268032013,663,032 Cabra East C,032 Cabra East C,Dublin City,RoI,2.1,33,15,1,1,0,0,4,6,70,47.1,21.4,1.4,1.4,0,0,5.7,8.6,100
268032014,664,032 Cabra East C,032 Cabra East C,Dublin City,RoI,1.7,38,12,8,4,1,1,0,3,81,46.9,14.8,9.9,4.9,1.2,1.2,0,3.7,100
268032015,665,032 Cabra East C,032 Cabra East C,Dublin City,RoI,5,4,10,0,5,4,11,17,13,70,5.7,14.3,0,7.1,5.7,15.7,24.3,18.6,100
268032016,666,032 Cabra East C,032 Cabra East C,Dublin City,RoI,1.9,46,16,17,4,5,0,1,1,96,47.9,16.7,17.7,4.2,5.2,0,1,1,100
268032017,667,032 Cabra East C,032 Cabra East C,Dublin City,RoI,2.3,28,18,9,7,3,1,0,2,68,41.2,26.5,13.2,10.3,4.4,1.5,0,2.9,100
268032018,668,032 Cabra East C,032 Cabra East C,Dublin City,RoI,2,40,35,33,11,0,1,0,0,127,31.5,27.6,26,8.7,0,0.8,0,0,100
268033001,669,033 Cabra West A,033 Cabra West A,Dublin City,RoI,4.2,0,1,13,29,27,10,1,0,86,0,1.2,15.1,33.7,31.4,11.6,1.2,0,100
268033002,670,033 Cabra West A,033 Cabra West A,Dublin City,RoI,4,9,2,6,46,27,11,2,0,107,8.4,1.9,5.6,43,25.2,10.3,1.9,0,100
268033003,671,033 Cabra West A,033 Cabra West A,Dublin City,RoI,4,2,4,11,42,21,9,2,1,99,2,4,11.1,42.4,21.2,9.1,2,1,100
268033004,672,033 Cabra West A,033 Cabra West A,Dublin City,RoI,4.3,1,0,13,23,42,8,0,0,91,1.1,0,14.3,25.3,46.2,8.8,0,0,100
268033005,673,033 Cabra West A,033 Cabra West A,Dublin City,RoI,4.6,0,4,6,15,25,17,3,1,75,0,5.3,8,20,33.3,22.7,4,1.3,100
268033006,674,033 Cabra West A,033 Cabra West A,Dublin City,RoI,5.1,0,0,1,2,49,22,6,1,86,0,0,1.2,2.3,57,25.6,7,1.2,100
268034001,675,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4,2,3,15,31,36,7,0,1,102,2,2.9,14.7,30.4,35.3,6.9,0,1,100
268034002,676,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.3,1,2,8,43,35,8,2,0,103,1,1.9,7.8,41.7,34,7.8,1.9,0,100
268034003,677,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.3,0,3,7,48,26,13,4,1,107,0,2.8,6.5,44.9,24.3,12.1,3.7,0.9,100
268034004,678,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.3,1,4,9,33,26,5,0,1,79,1.3,5.1,11.4,41.8,32.9,6.3,0,1.3,100
268034005,679,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.1,1,7,11,46,26,6,2,0,100,1,7,11,46,26,6,2,0,100
268034006,680,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.1,7,13,8,16,32,12,4,3,100,7,13,8,16,32,12,4,3,100
268034007,681,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.4,0,3,7,29,27,4,2,0,72,0,4.2,9.7,40.3,37.5,5.6,2.8,0,100
268034008,682,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.1,2,8,13,30,27,7,1,0,88,2.3,9.1,14.8,34.1,30.7,8,1.1,0,100
268034009,683,034 Cabra West B,034 Cabra West B,Dublin City,RoI,2.2,2,71,16,3,0,0,0,0,92,2.2,77.2,17.4,3.3,0,0,0,0,100
268034010,684,034 Cabra West B,034 Cabra West B,Dublin City,RoI,4.3,0,4,9,39,28,13,1,2,100,0,4,9,39,28,13,1,2,100
268034011,685,034 Cabra West B,034 Cabra West B,Dublin City,RoI,3.5,7,11,11,14,26,8,0,0,84,8.3,13.1,13.1,16.7,31,9.5,0,0,100
268035001,686,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.4,0,6,9,20,31,15,3,0,88,0,6.8,10.2,22.7,35.2,17,3.4,0,100
268035002,687,035 Cabra West C,035 Cabra West C,Dublin City,RoI,3.9,1,6,11,26,35,5,0,0,90,1.1,6.7,12.2,28.9,38.9,5.6,0,0,100
268035003,688,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.1,1,4,8,43,16,13,2,0,91,1.1,4.4,8.8,47.3,17.6,14.3,2.2,0,100
268035004,689,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.4,5,18,10,19,6,4,13,19,101,5,17.8,9.9,18.8,5.9,4,12.9,18.8,100
268035005,690,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.1,0,7,11,29,25,9,0,1,86,0,8.1,12.8,33.7,29.1,10.5,0,1.2,100
268035006,691,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.4,0,3,5,32,29,11,1,0,84,0,3.6,6,38.1,34.5,13.1,1.2,0,100
268035007,692,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.3,0,4,7,29,24,14,1,0,82,0,4.9,8.5,35.4,29.3,17.1,1.2,0,100
268035008,693,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.3,0,4,6,42,36,11,3,1,108,0,3.7,5.6,38.9,33.3,10.2,2.8,0.9,100
268035009,694,035 Cabra West C,035 Cabra West C,Dublin City,RoI,3.8,1,2,11,40,23,8,0,1,98,1,2,11.2,40.8,23.5,8.2,0,1,100
268035010,695,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.1,0,6,6,33,26,4,0,0,77,0,7.8,7.8,42.9,33.8,5.2,0,0,100
268035011,696,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.3,0,3,11,29,17,11,6,3,87,0,3.4,12.6,33.3,19.5,12.6,6.9,3.4,100
268035012,697,035 Cabra West C,035 Cabra West C,Dublin City,RoI,4.8,0,0,5,14,32,7,11,0,73,0,0,6.8,19.2,43.8,9.6,15.1,0,100
268036001,698,036 Cabra West D,036 Cabra West D,Dublin City,RoI,2.4,24,16,18,3,7,2,1,0,73,32.9,21.9,24.7,4.1,9.6,2.7,1.4,0,100
268036002,699,036 Cabra West D,036 Cabra West D,Dublin City,RoI,6,0,0,1,2,15,47,16,11,95,0,0,1.1,2.1,15.8,49.5,16.8,11.6,100
268036003,700,036 Cabra West D,036 Cabra West D,Dublin City,RoI,4.4,0,1,5,9,49,15,0,0,89,0,1.1,5.6,10.1,55.1,16.9,0,0,100
268036004,701,036 Cabra West D,036 Cabra West D,Dublin City,RoI,4.5,0,1,5,6,49,8,0,0,75,0,1.3,6.7,8,65.3,10.7,0,0,100
268036005,702,036 Cabra West D,036 Cabra West D,Dublin City,RoI,5,0,2,3,10,35,25,6,1,86,0,2.3,3.5,11.6,40.7,29.1,7,1.2,100
268036006,703,036 Cabra West D,036 Cabra West D,Dublin City,RoI,4.6,2,1,6,7,30,19,10,1,85,2.4,1.2,7.1,8.2,35.3,22.4,11.8,1.2,100
268036007,704,036 Cabra West D,036 Cabra West D,Dublin City,RoI,4.6,5,4,10,10,64,21,8,3,132,3.8,3,7.6,7.6,48.5,15.9,6.1,2.3,100
