GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Average,1 Room (Households),2 Rooms (Households),3 Rooms (Households),4 Rooms (Households),5 Rooms (Households),6 Rooms (Households),7 Rooms (Households),8 or more Rooms (Households),Total (Households),% 1 Room (Households),% 2 Rooms (Households),% 3 Rooms (Households),% 4 Rooms (Households),% 5 Rooms (Households),% 6 Rooms (Households),% 7 Rooms (Households),% 8 or more Rooms (Households),% Total (Households)
N00000694,19182,Newhill,95EE12,Ballymoney,NI,5.5,1,11,22,55,74,124,25,44,356,0.3,3.1,6.2,15.4,20.8,34.8,7,12.4,100
N00000695,19183,Newhill,95EE12,Ballymoney,NI,5.6,0,0,4,5,88,82,11,11,201,0,0,2,2.5,43.8,40.8,5.5,5.5,100
N00000696,19184,Route,95EE13,Ballymoney,NI,4,3,16,32,29,18,4,5,7,114,2.6,14,28.1,25.4,15.8,3.5,4.4,6.1,100
N00000697,19185,Route,95EE13,Ballymoney,NI,6.9,1,2,2,7,16,15,23,83,149,0.7,1.3,1.3,4.7,10.7,10.1,15.4,55.7,100
N00000698,19186,Route,95EE13,Ballymoney,NI,6,0,0,8,15,57,39,19,49,187,0,0,4.3,8,30.5,20.9,10.2,26.2,100
N00000699,19187,Route,95EE13,Ballymoney,NI,4.4,1,9,36,33,29,32,6,2,148,0.7,6.1,24.3,22.3,19.6,21.6,4.1,1.4,100
N00000700,19188,Route,95EE13,Ballymoney,NI,5.2,1,3,3,25,43,29,9,7,120,0.8,2.5,2.5,20.8,35.8,24.2,7.5,5.8,100
N00000701,19189,Seacon,95EE14,Ballymoney,NI,5,0,1,5,21,43,16,6,2,94,0,1.1,5.3,22.3,45.7,17,6.4,2.1,100
N00000702,19190,Seacon,95EE14,Ballymoney,NI,6.1,0,0,5,12,69,130,41,54,311,0,0,1.6,3.9,22.2,41.8,13.2,17.4,100
N00000703,19191,Seacon,95EE14,Ballymoney,NI,5.6,0,4,5,12,58,20,9,23,131,0,3.1,3.8,9.2,44.3,15.3,6.9,17.6,100
N00000704,19192,Seacon,95EE14,Ballymoney,NI,6.1,0,0,5,17,69,55,31,61,238,0,0,2.1,7.1,29,23.1,13,25.6,100
N00000705,19193,Seacon,95EE14,Ballymoney,NI,6.5,0,1,3,6,39,73,58,62,242,0,0.4,1.2,2.5,16.1,30.2,24,25.6,100
N00000706,19194,Stranocum,95EE15,Ballymoney,NI,5.8,0,3,6,22,49,21,18,35,154,0,1.9,3.9,14.3,31.8,13.6,11.7,22.7,100
N00000707,19195,Stranocum,95EE15,Ballymoney,NI,5.8,0,3,7,10,40,36,11,25,132,0,2.3,5.3,7.6,30.3,27.3,8.3,18.9,100
N00000708,19196,Stranocum,95EE15,Ballymoney,NI,6.3,1,2,2,11,28,34,35,42,155,0.6,1.3,1.3,7.1,18.1,21.9,22.6,27.1,100
N00000709,19197,Stranocum,95EE15,Ballymoney,NI,6.6,0,2,2,13,24,30,27,67,165,0,1.2,1.2,7.9,14.5,18.2,16.4,40.6,100
N00000710,19198,The Vow,95EE16,Ballymoney,NI,6.4,0,1,1,6,20,35,19,35,117,0,0.9,0.9,5.1,17.1,29.9,16.2,29.9,100
N00000711,19199,The Vow,95EE16,Ballymoney,NI,5.8,1,3,3,21,41,70,38,18,195,0.5,1.5,1.5,10.8,21,35.9,19.5,9.2,100
N00000712,19200,The Vow,95EE16,Ballymoney,NI,6.5,0,2,3,9,32,15,8,65,134,0,1.5,2.2,6.7,23.9,11.2,6,48.5,100
N00000713,19201,The Vow,95EE16,Ballymoney,NI,6.3,1,1,2,3,39,22,28,39,135,0.7,0.7,1.5,2.2,28.9,16.3,20.7,28.9,100
N00000714,19202,The Vow,95EE16,Ballymoney,NI,6.7,0,1,3,8,14,24,19,59,128,0,0.8,2.3,6.3,10.9,18.8,14.8,46.1,100
N00000715,19203,Ballydown,95FF01,Banbridge,NI,5.7,0,1,5,45,79,59,29,36,254,0,0.4,2,17.7,31.1,23.2,11.4,14.2,100
N00000716,19204,Ballydown,95FF01,Banbridge,NI,6.6,0,2,0,9,67,73,60,117,328,0,0.6,0,2.7,20.4,22.3,18.3,35.7,100
N00000717,19205,Ballydown,95FF01,Banbridge,NI,6.4,0,0,3,6,42,60,41,47,199,0,0,1.5,3,21.1,30.2,20.6,23.6,100
N00000718,19206,Ballydown,95FF01,Banbridge,NI,6.2,0,7,9,53,194,154,110,192,719,0,1,1.3,7.4,27,21.4,15.3,26.7,100
N00000719,19207,Ballydown,95FF01,Banbridge,NI,7.4,0,0,3,1,3,4,18,57,86,0,0,3.5,1.2,3.5,4.7,20.9,66.3,100
N00000720,19208,Ballydown,95FF01,Banbridge,NI,7.5,0,0,1,0,9,12,16,116,154,0,0,0.6,0,5.8,7.8,10.4,75.3,100
N00000721,19209,Ballyward,95FF02,Banbridge,NI,6.5,0,2,6,7,23,39,20,57,154,0,1.3,3.9,4.5,14.9,25.3,13,37,100
N00000722,19210,Ballyward,95FF02,Banbridge,NI,5.9,0,3,2,15,53,36,26,27,162,0,1.9,1.2,9.3,32.7,22.2,16,16.7,100
N00000723,19211,Ballyward,95FF02,Banbridge,NI,6.2,0,0,5,14,38,20,27,41,145,0,0,3.4,9.7,26.2,13.8,18.6,28.3,100
N00000724,19212,Ballyward,95FF02,Banbridge,NI,6.4,0,1,4,15,27,35,26,52,160,0,0.6,2.5,9.4,16.9,21.9,16.3,32.5,100
N00000725,19213,Ballyward,95FF02,Banbridge,NI,6.1,0,1,6,13,40,42,14,49,165,0,0.6,3.6,7.9,24.2,25.5,8.5,29.7,100
N00000726,19214,Ballyward,95FF02,Banbridge,NI,6.3,0,2,4,13,20,35,22,41,137,0,1.5,2.9,9.5,14.6,25.5,16.1,29.9,100
N00000727,19215,Banbridge West,95FF03,Banbridge,NI,5.1,0,3,9,23,51,25,6,7,124,0,2.4,7.3,18.5,41.1,20.2,4.8,5.6,100
N00000728,19216,Banbridge West,95FF03,Banbridge,NI,5.8,1,0,9,9,63,57,16,32,187,0.5,0,4.8,4.8,33.7,30.5,8.6,17.1,100
N00000729,19217,Banbridge West,95FF03,Banbridge,NI,5.7,1,1,1,4,53,40,11,10,121,0.8,0.8,0.8,3.3,43.8,33.1,9.1,8.3,100
N00000730,19218,Banbridge West,95FF03,Banbridge,NI,5.9,0,0,1,8,34,48,18,12,121,0,0,0.8,6.6,28.1,39.7,14.9,9.9,100
N00000731,19219,Banbridge West,95FF03,Banbridge,NI,5.1,0,2,6,26,46,36,4,3,123,0,1.6,4.9,21.1,37.4,29.3,3.3,2.4,100
N00000732,19220,Banbridge West,95FF03,Banbridge,NI,5.2,0,3,13,43,100,48,23,9,239,0,1.3,5.4,18,41.8,20.1,9.6,3.8,100
N00000733,19221,Banbridge West,95FF03,Banbridge,NI,6.1,0,0,1,4,30,33,32,12,112,0,0,0.9,3.6,26.8,29.5,28.6,10.7,100
N00000734,19222,Banbridge West,95FF03,Banbridge,NI,5.2,2,1,10,21,65,17,12,14,142,1.4,0.7,7,14.8,45.8,12,8.5,9.9,100
N00000735,19223,Bannside,95FF04,Banbridge,NI,6.7,0,0,4,8,22,21,24,64,143,0,0,2.8,5.6,15.4,14.7,16.8,44.8,100
N00000736,19224,Bannside,95FF04,Banbridge,NI,6,0,0,8,21,37,16,11,44,137,0,0,5.8,15.3,27,11.7,8,32.1,100
N00000737,19225,Bannside,95FF04,Banbridge,NI,6.8,0,0,0,4,20,23,22,55,124,0,0,0,3.2,16.1,18.5,17.7,44.4,100
N00000738,19226,Bannside,95FF04,Banbridge,NI,6.7,0,1,3,10,20,15,27,62,138,0,0.7,2.2,7.2,14.5,10.9,19.6,44.9,100
N00000739,19227,Bannside,95FF04,Banbridge,NI,6.8,0,1,3,7,24,12,28,68,143,0,0.7,2.1,4.9,16.8,8.4,19.6,47.6,100
N00000740,19228,Bannside,95FF04,Banbridge,NI,6.8,0,2,1,7,25,36,18,88,177,0,1.1,0.6,4,14.1,20.3,10.2,49.7,100
N00000741,19229,Dromore North,95FF05,Banbridge,NI,6.8,0,1,0,9,17,27,21,65,140,0,0.7,0,6.4,12.1,19.3,15,46.4,100
N00000742,19230,Dromore North,95FF05,Banbridge,NI,5.6,1,0,3,8,56,29,8,15,120,0.8,0,2.5,6.7,46.7,24.2,6.7,12.5,100
N00000743,19231,Dromore North,95FF05,Banbridge,NI,5,0,4,4,8,80,12,3,5,116,0,3.4,3.4,6.9,69,10.3,2.6,4.3,100
N00000744,19232,Dromore North,95FF05,Banbridge,NI,5.8,0,0,4,12,43,34,9,21,123,0,0,3.3,9.8,35,27.6,7.3,17.1,100
N00000745,19233,Dromore North,95FF05,Banbridge,NI,5.9,0,0,7,18,53,40,36,30,184,0,0,3.8,9.8,28.8,21.7,19.6,16.3,100
N00000746,19234,Dromore North,95FF05,Banbridge,NI,4.8,0,13,25,73,90,38,10,14,263,0,4.9,9.5,27.8,34.2,14.4,3.8,5.3,100
N00000747,19235,Dromore North,95FF05,Banbridge,NI,5.3,0,1,5,31,72,42,16,6,173,0,0.6,2.9,17.9,41.6,24.3,9.2,3.5,100
N00000748,19236,Dromore South,95FF06,Banbridge,NI,6.6,0,2,7,10,21,29,37,67,173,0,1.2,4,5.8,12.1,16.8,21.4,38.7,100
N00000749,19237,Dromore South,95FF06,Banbridge,NI,5.2,0,1,10,17,66,30,12,4,140,0,0.7,7.1,12.1,47.1,21.4,8.6,2.9,100
N00000750,19238,Dromore South,95FF06,Banbridge,NI,5.2,0,2,5,26,65,29,16,3,146,0,1.4,3.4,17.8,44.5,19.9,11,2.1,100
N00000751,19239,Dromore South,95FF06,Banbridge,NI,5.5,0,0,13,20,64,74,14,13,198,0,0,6.6,10.1,32.3,37.4,7.1,6.6,100
N00000752,19240,Dromore South,95FF06,Banbridge,NI,5.6,0,2,12,19,40,51,19,20,163,0,1.2,7.4,11.7,24.5,31.3,11.7,12.3,100
N00000753,19241,Dromore South,95FF06,Banbridge,NI,7,0,0,1,4,18,23,19,73,138,0,0,0.7,2.9,13,16.7,13.8,52.9,100
N00000754,19242,Dromore South,95FF06,Banbridge,NI,5.8,0,1,16,14,46,24,23,38,162,0,0.6,9.9,8.6,28.4,14.8,14.2,23.5,100
N00000755,19243,Dromore South,95FF06,Banbridge,NI,7,0,0,1,4,21,8,21,70,125,0,0,0.8,3.2,16.8,6.4,16.8,56,100
N00000756,19244,Dromore South,95FF06,Banbridge,NI,5.6,0,3,6,36,44,21,6,37,153,0,2,3.9,23.5,28.8,13.7,3.9,24.2,100
N00000757,19245,Dromore South,95FF06,Banbridge,NI,6.3,0,0,0,0,39,45,33,25,142,0,0,0,0,27.5,31.7,23.2,17.6,100
N00000758,19246,Edenderry,95FF07,Banbridge,NI,5.1,0,1,10,11,127,26,7,3,185,0,0.5,5.4,5.9,68.6,14.1,3.8,1.6,100
N00000759,19247,Edenderry,95FF07,Banbridge,NI,6.2,0,1,3,4,21,31,24,18,102,0,1,2.9,3.9,20.6,30.4,23.5,17.6,100
N00000760,19248,Edenderry,95FF07,Banbridge,NI,4.7,1,4,8,30,76,6,4,3,132,0.8,3,6.1,22.7,57.6,4.5,3,2.3,100
N00000761,19249,Edenderry,95FF07,Banbridge,NI,4.7,0,2,20,49,77,22,3,5,178,0,1.1,11.2,27.5,43.3,12.4,1.7,2.8,100
N00000762,19250,Edenderry,95FF07,Banbridge,NI,4.3,1,6,28,45,37,10,4,2,133,0.8,4.5,21.1,33.8,27.8,7.5,3,1.5,100
N00000763,19251,Edenderry,95FF07,Banbridge,NI,4.9,0,0,13,24,102,19,4,4,166,0,0,7.8,14.5,61.4,11.4,2.4,2.4,100
N00000764,19252,Edenderry,95FF07,Banbridge,NI,6.1,0,0,3,1,14,46,21,8,93,0,0,3.2,1.1,15.1,49.5,22.6,8.6,100
N00000765,19253,Edenderry,95FF07,Banbridge,NI,4.9,2,1,13,29,82,27,8,3,165,1.2,0.6,7.9,17.6,49.7,16.4,4.8,1.8,100
N00000766,19254,Fort,95FF08,Banbridge,NI,4.9,2,9,43,83,150,51,21,28,387,0.5,2.3,11.1,21.4,38.8,13.2,5.4,7.2,100
N00000767,19255,Fort,95FF08,Banbridge,NI,6.6,0,1,1,3,28,13,19,43,108,0,0.9,0.9,2.8,25.9,12,17.6,39.8,100
N00000768,19256,Fort,95FF08,Banbridge,NI,5,0,4,16,28,30,20,9,13,120,0,3.3,13.3,23.3,25,16.7,7.5,10.8,100
N00000769,19257,Fort,95FF08,Banbridge,NI,7,0,0,1,1,16,25,36,58,137,0,0,0.7,0.7,11.7,18.2,26.3,42.3,100
N00000770,19258,Fort,95FF08,Banbridge,NI,6.6,0,1,2,3,17,29,25,40,117,0,0.9,1.7,2.6,14.5,24.8,21.4,34.2,100
N00000771,19259,Fort,95FF08,Banbridge,NI,4.9,0,2,12,33,45,22,6,4,124,0,1.6,9.7,26.6,36.3,17.7,4.8,3.2,100
N00000772,19260,Gilford,95FF09,Banbridge,NI,6.4,1,0,4,9,27,42,23,51,157,0.6,0,2.5,5.7,17.2,26.8,14.6,32.5,100
N00000773,19261,Gilford,95FF09,Banbridge,NI,5.9,1,0,10,5,48,41,23,26,154,0.6,0,6.5,3.2,31.2,26.6,14.9,16.9,100
N00000774,19262,Gilford,95FF09,Banbridge,NI,5.3,3,4,21,81,169,66,33,53,430,0.7,0.9,4.9,18.8,39.3,15.3,7.7,12.3,100
N00000775,19263,Gilford,95FF09,Banbridge,NI,5.5,0,1,9,18,44,21,5,25,123,0,0.8,7.3,14.6,35.8,17.1,4.1,20.3,100
N00000776,19264,Gilford,95FF09,Banbridge,NI,4.8,1,6,18,20,63,18,1,9,136,0.7,4.4,13.2,14.7,46.3,13.2,0.7,6.6,100
N00000777,19265,Gransha,95FF10,Banbridge,NI,6.2,0,0,8,39,86,42,51,97,323,0,0,2.5,12.1,26.6,13,15.8,30,100
N00000778,19266,Gransha,95FF10,Banbridge,NI,6.4,0,1,3,12,18,37,30,41,142,0,0.7,2.1,8.5,12.7,26.1,21.1,28.9,100
N00000779,19267,Gransha,95FF10,Banbridge,NI,6,0,1,12,27,43,43,22,56,204,0,0.5,5.9,13.2,21.1,21.1,10.8,27.5,100
N00000780,19268,Gransha,95FF10,Banbridge,NI,6.6,1,2,4,5,34,25,36,74,181,0.6,1.1,2.2,2.8,18.8,13.8,19.9,40.9,100
N00000781,19269,Gransha,95FF10,Banbridge,NI,5.6,0,1,7,51,50,31,32,32,204,0,0.5,3.4,25,24.5,15.2,15.7,15.7,100
N00000782,19270,Gransha,95FF10,Banbridge,NI,6.7,0,3,0,10,24,25,27,73,162,0,1.9,0,6.2,14.8,15.4,16.7,45.1,100
N00000783,19271,Katesbridge,95FF11,Banbridge,NI,6.1,0,4,3,23,48,33,28,56,195,0,2.1,1.5,11.8,24.6,16.9,14.4,28.7,100
N00000784,19272,Katesbridge,95FF11,Banbridge,NI,6.8,0,0,3,9,14,26,35,58,145,0,0,2.1,6.2,9.7,17.9,24.1,40,100
N00000785,19273,Katesbridge,95FF11,Banbridge,NI,6.4,0,2,2,8,23,27,13,43,118,0,1.7,1.7,6.8,19.5,22.9,11,36.4,100
N00000786,19274,Katesbridge,95FF11,Banbridge,NI,6.6,0,0,4,7,22,22,17,57,129,0,0,3.1,5.4,17.1,17.1,13.2,44.2,100
N00000787,19275,Katesbridge,95FF11,Banbridge,NI,6.9,0,0,1,7,14,30,26,66,144,0,0,0.7,4.9,9.7,20.8,18.1,45.8,100
N00000788,19276,Katesbridge,95FF11,Banbridge,NI,6.7,0,1,2,11,15,21,35,57,142,0,0.7,1.4,7.7,10.6,14.8,24.6,40.1,100
N00000789,19277,Lawrencetown,95FF12,Banbridge,NI,5.4,0,5,23,57,172,57,47,42,403,0,1.2,5.7,14.1,42.7,14.1,11.7,10.4,100
N00000790,19278,Lawrencetown,95FF12,Banbridge,NI,6.3,0,1,1,13,61,30,30,57,193,0,0.5,0.5,6.7,31.6,15.5,15.5,29.5,100
N00000791,19279,Lawrencetown,95FF12,Banbridge,NI,5.8,0,2,6,26,34,25,17,36,146,0,1.4,4.1,17.8,23.3,17.1,11.6,24.7,100
N00000792,19280,Lawrencetown,95FF12,Banbridge,NI,6.8,0,0,0,6,22,21,30,51,130,0,0,0,4.6,16.9,16.2,23.1,39.2,100
N00000793,19281,Lawrencetown,95FF12,Banbridge,NI,6.7,0,0,0,5,19,36,35,51,146,0,0,0,3.4,13,24.7,24,34.9,100
N00000794,19282,Loughbrickland,95FF13,Banbridge,NI,6.7,0,2,3,5,31,19,26,68,154,0,1.3,1.9,3.2,20.1,12.3,16.9,44.2,100
N00000795,19283,Loughbrickland,95FF13,Banbridge,NI,6.7,0,0,0,13,26,32,23,76,170,0,0,0,7.6,15.3,18.8,13.5,44.7,100
N00000796,19284,Loughbrickland,95FF13,Banbridge,NI,5.7,0,0,7,15,58,18,16,27,141,0,0,5,10.6,41.1,12.8,11.3,19.1,100
N00000797,19285,Loughbrickland,95FF13,Banbridge,NI,5.7,0,0,4,18,43,47,14,18,144,0,0,2.8,12.5,29.9,32.6,9.7,12.5,100
N00000798,19286,Loughbrickland,95FF13,Banbridge,NI,6.7,0,2,3,5,26,37,28,74,175,0,1.1,1.7,2.9,14.9,21.1,16,42.3,100
N00000799,19287,Loughbrickland,95FF13,Banbridge,NI,5.6,0,4,6,19,84,30,19,31,193,0,2.1,3.1,9.8,43.5,15.5,9.8,16.1,100
N00000800,19288,Quilly,95FF14,Banbridge,NI,6.9,1,0,2,6,16,25,26,69,145,0.7,0,1.4,4.1,11,17.2,17.9,47.6,100
N00000801,19289,Quilly,95FF14,Banbridge,NI,7.1,0,0,3,10,12,20,32,99,176,0,0,1.7,5.7,6.8,11.4,18.2,56.3,100
N00000802,19290,Quilly,95FF14,Banbridge,NI,6.2,0,1,3,19,26,10,15,40,114,0,0.9,2.6,16.7,22.8,8.8,13.2,35.1,100
N00000803,19291,Quilly,95FF14,Banbridge,NI,6.6,1,1,2,12,25,16,17,66,140,0.7,0.7,1.4,8.6,17.9,11.4,12.1,47.1,100
N00000804,19292,Quilly,95FF14,Banbridge,NI,6.9,0,2,2,8,13,22,25,81,153,0,1.3,1.3,5.2,8.5,14.4,16.3,52.9,100
N00000805,19293,Quilly,95FF14,Banbridge,NI,6.7,0,1,1,11,15,28,24,54,134,0,0.7,0.7,8.2,11.2,20.9,17.9,40.3,100
N00000806,19294,Rathfriland,95FF15,Banbridge,NI,5.5,1,0,15,22,40,29,16,20,143,0.7,0,10.5,15.4,28,20.3,11.2,14,100
N00000807,19295,Rathfriland,95FF15,Banbridge,NI,5.9,0,1,3,4,81,38,29,31,187,0,0.5,1.6,2.1,43.3,20.3,15.5,16.6,100
N00000808,19296,Rathfriland,95FF15,Banbridge,NI,5,0,4,22,25,27,15,11,15,119,0,3.4,18.5,21,22.7,12.6,9.2,12.6,100
N00000809,19297,Rathfriland,95FF15,Banbridge,NI,5.4,1,4,4,46,59,52,21,17,204,0.5,2,2,22.5,28.9,25.5,10.3,8.3,100
N00000810,19298,Rathfriland,95FF15,Banbridge,NI,6.5,0,1,3,14,19,35,26,53,151,0,0.7,2,9.3,12.6,23.2,17.2,35.1,100
N00000811,19299,Rathfriland,95FF15,Banbridge,NI,5.2,0,1,5,35,56,33,5,13,148,0,0.7,3.4,23.6,37.8,22.3,3.4,8.8,100
N00000812,19300,Rathfriland,95FF15,Banbridge,NI,4.9,0,4,7,18,67,15,8,2,121,0,3.3,5.8,14.9,55.4,12.4,6.6,1.7,100
N00000813,19301,Seapatrick,95FF16,Banbridge,NI,5.8,0,1,7,18,71,38,15,41,191,0,0.5,3.7,9.4,37.2,19.9,7.9,21.5,100
N00000814,19302,Seapatrick,95FF16,Banbridge,NI,5.9,0,1,7,20,29,15,14,32,118,0,0.8,5.9,16.9,24.6,12.7,11.9,27.1,100
N00000815,19303,Seapatrick,95FF16,Banbridge,NI,7.3,0,1,2,2,8,20,26,100,159,0,0.6,1.3,1.3,5,12.6,16.4,62.9,100
N00000816,19304,Seapatrick,95FF16,Banbridge,NI,5.4,2,27,29,35,27,12,33,67,232,0.9,11.6,12.5,15.1,11.6,5.2,14.2,28.9,100
N00000817,19305,Seapatrick,95FF16,Banbridge,NI,7,0,0,2,1,8,30,11,52,104,0,0,1.9,1,7.7,28.8,10.6,50,100
N00000818,19306,Seapatrick,95FF16,Banbridge,NI,5.8,0,0,3,5,57,24,12,22,123,0,0,2.4,4.1,46.3,19.5,9.8,17.9,100
N00000819,19307,The Cut,95FF17,Banbridge,NI,4.5,0,6,24,27,56,13,4,2,132,0,4.5,18.2,20.5,42.4,9.8,3,1.5,100
N00000820,19308,The Cut,95FF17,Banbridge,NI,4.9,0,4,21,31,78,22,16,7,179,0,2.2,11.7,17.3,43.6,12.3,8.9,3.9,100
N00000821,19309,The Cut,95FF17,Banbridge,NI,5,0,2,5,30,65,17,6,4,129,0,1.6,3.9,23.3,50.4,13.2,4.7,3.1,100
N00000822,19310,The Cut,95FF17,Banbridge,NI,4.3,3,5,36,24,37,13,3,6,127,2.4,3.9,28.3,18.9,29.1,10.2,2.4,4.7,100
N00000823,19311,The Cut,95FF17,Banbridge,NI,6,0,0,2,7,51,42,23,21,146,0,0,1.4,4.8,34.9,28.8,15.8,14.4,100
N00000824,19312,The Cut,95FF17,Banbridge,NI,4.5,0,11,18,47,45,10,8,5,144,0,7.6,12.5,32.6,31.3,6.9,5.6,3.5,100
N00000825,19313,Andersonstown,95GG01,Belfast,NI,5.9,0,4,4,3,24,64,25,12,136,0,2.9,2.9,2.2,17.6,47.1,18.4,8.8,100
N00000826,19314,Andersonstown,95GG01,Belfast,NI,5.6,1,3,2,13,36,31,17,12,115,0.9,2.6,1.7,11.3,31.3,27,14.8,10.4,100
N00000827,19315,Andersonstown,95GG01,Belfast,NI,5.8,1,0,13,4,21,44,23,15,121,0.8,0,10.7,3.3,17.4,36.4,19,12.4,100
N00000828,19316,Andersonstown,95GG01,Belfast,NI,5,0,0,4,31,48,12,5,4,104,0,0,3.8,29.8,46.2,11.5,4.8,3.8,100
N00000829,19317,Andersonstown,95GG01,Belfast,NI,5.3,0,0,9,12,62,32,8,8,131,0,0,6.9,9.2,47.3,24.4,6.1,6.1,100
N00000830,19318,Andersonstown,95GG01,Belfast,NI,4,0,30,11,43,33,12,2,1,132,0,22.7,8.3,32.6,25,9.1,1.5,0.8,100
N00000831,19319,Andersonstown,95GG01,Belfast,NI,5.1,1,4,17,4,60,34,11,3,134,0.7,3,12.7,3,44.8,25.4,8.2,2.2,100
N00000832,19320,Andersonstown,95GG01,Belfast,NI,4.7,0,9,21,11,47,25,8,1,122,0,7.4,17.2,9,38.5,20.5,6.6,0.8,100
N00000833,19321,Andersonstown,95GG01,Belfast,NI,5,0,2,12,22,45,33,1,5,120,0,1.7,10,18.3,37.5,27.5,0.8,4.2,100
N00000834,19322,Andersonstown,95GG01,Belfast,NI,5.3,7,4,18,4,32,39,20,12,136,5.1,2.9,13.2,2.9,23.5,28.7,14.7,8.8,100
N00000835,19323,Andersonstown,95GG01,Belfast,NI,5.4,0,0,7,3,59,28,10,5,112,0,0,6.3,2.7,52.7,25,8.9,4.5,100
N00000836,19324,Andersonstown,95GG01,Belfast,NI,5.2,0,3,5,11,70,27,5,5,126,0,2.4,4,8.7,55.6,21.4,4,4,100
N00000837,19325,Andersonstown,95GG01,Belfast,NI,5.5,0,1,1,6,55,44,11,4,122,0,0.8,0.8,4.9,45.1,36.1,9,3.3,100
N00000838,19326,Andersonstown,95GG01,Belfast,NI,5.2,0,1,8,13,60,22,8,7,119,0,0.8,6.7,10.9,50.4,18.5,6.7,5.9,100
N00000839,19327,Andersonstown,95GG01,Belfast,NI,5.4,0,5,24,15,26,42,30,14,156,0,3.2,15.4,9.6,16.7,26.9,19.2,9,100
N00000840,19328,Andersonstown,95GG01,Belfast,NI,6,0,0,6,6,15,59,19,13,118,0,0,5.1,5.1,12.7,50,16.1,11,100
N00000841,19329,Ardoyne,95GG02,Belfast,NI,4.7,0,4,4,40,52,19,2,2,123,0,3.3,3.3,32.5,42.3,15.4,1.6,1.6,100
N00000842,19330,Ardoyne,95GG02,Belfast,NI,5.1,0,2,13,53,67,50,17,7,209,0,1,6.2,25.4,32.1,23.9,8.1,3.3,100
N00000843,19331,Ardoyne,95GG02,Belfast,NI,4.4,0,5,5,52,37,6,2,0,107,0,4.7,4.7,48.6,34.6,5.6,1.9,0,100
N00000844,19332,Ardoyne,95GG02,Belfast,NI,4.5,1,3,1,52,30,8,1,2,98,1,3.1,1,53.1,30.6,8.2,1,2,100
N00000845,19333,Ardoyne,95GG02,Belfast,NI,4.4,0,4,7,48,29,8,2,0,98,0,4.1,7.1,49,29.6,8.2,2,0,100
N00000846,19334,Ardoyne,95GG02,Belfast,NI,4.4,0,2,11,48,43,9,0,1,114,0,1.8,9.6,42.1,37.7,7.9,0,0.9,100
N00000847,19335,Ardoyne,95GG02,Belfast,NI,4.7,0,5,33,121,156,24,19,9,367,0,1.4,9,33,42.5,6.5,5.2,2.5,100
N00000848,19336,Ardoyne,95GG02,Belfast,NI,4.4,0,1,12,54,33,9,1,2,112,0,0.9,10.7,48.2,29.5,8,0.9,1.8,100
N00000849,19337,Ardoyne,95GG02,Belfast,NI,4.5,0,7,6,60,58,10,0,3,144,0,4.9,4.2,41.7,40.3,6.9,0,2.1,100
N00000850,19338,Ardoyne,95GG02,Belfast,NI,4.3,0,3,9,66,32,10,1,0,121,0,2.5,7.4,54.5,26.4,8.3,0.8,0,100
N00000851,19339,Ardoyne,95GG02,Belfast,NI,4.2,0,2,4,80,26,2,0,1,115,0,1.7,3.5,69.6,22.6,1.7,0,0.9,100
N00000852,19340,Ardoyne,95GG02,Belfast,NI,4.2,6,77,80,133,178,51,10,8,543,1.1,14.2,14.7,24.5,32.8,9.4,1.8,1.5,100
N00000853,19341,Ardoyne,95GG02,Belfast,NI,4.5,1,3,2,46,50,4,1,1,108,0.9,2.8,1.9,42.6,46.3,3.7,0.9,0.9,100
N00000854,19342,Ardoyne,95GG02,Belfast,NI,4.6,0,16,19,106,132,15,18,3,309,0,5.2,6.1,34.3,42.7,4.9,5.8,1,100
N00000855,19343,Ballyhackamore,95GG03,Belfast,NI,4.5,0,2,6,48,32,14,2,0,104,0,1.9,5.8,46.2,30.8,13.5,1.9,0,100
N00000856,19344,Ballyhackamore,95GG03,Belfast,NI,5.8,0,0,6,13,30,9,12,20,90,0,0,6.7,14.4,33.3,10,13.3,22.2,100
N00000857,19345,Ballyhackamore,95GG03,Belfast,NI,5.8,2,2,20,24,19,23,19,48,157,1.3,1.3,12.7,15.3,12.1,14.6,12.1,30.6,100
N00000858,19346,Ballyhackamore,95GG03,Belfast,NI,4.8,0,7,6,36,45,29,6,2,131,0,5.3,4.6,27.5,34.4,22.1,4.6,1.5,100
N00000859,19347,Ballyhackamore,95GG03,Belfast,NI,5.2,0,1,6,16,69,37,6,3,138,0,0.7,4.3,11.6,50,26.8,4.3,2.2,100
N00000860,19348,Ballyhackamore,95GG03,Belfast,NI,6.4,0,1,21,11,9,19,17,73,151,0,0.7,13.9,7.3,6,12.6,11.3,48.3,100
N00000861,19349,Ballyhackamore,95GG03,Belfast,NI,6.3,0,0,2,10,24,27,30,31,124,0,0,1.6,8.1,19.4,21.8,24.2,25,100
N00000862,19350,Ballyhackamore,95GG03,Belfast,NI,5.9,2,5,37,57,39,95,68,85,388,0.5,1.3,9.5,14.7,10.1,24.5,17.5,21.9,100
N00000863,19351,Ballyhackamore,95GG03,Belfast,NI,6.1,0,1,2,2,23,64,24,12,128,0,0.8,1.6,1.6,18,50,18.8,9.4,100
