Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Persons_In_Communal_Establishments_Establishments_2011,Persons_In_Communal_Establishments_Persons_2011
14084,217138001,A217138001,23128,128 Newcastle,Tipperary,South-East,SE,Southern,0,0
14085,217138002,A217138002,23128,128 Newcastle,Tipperary,South-East,SE,Southern,0,0
14086,217138003,A217138003,23128,128 Newcastle,Tipperary,South-East,SE,Southern,0,0
13762,217139001,A217139001,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13763,217139002,A217139002,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13764,217139003,A217139003,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13765,217139004,A217139004,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,1,74
13766,217139005,A217139005,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13767,217139006,A217139006,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13768,217139007,A217139007,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13769,217139008,A217139008,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13770,217139009,A217139009,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13771,217139010,A217139010,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13772,217139011,A217139011,22049,049 Newport,Tipperary,Mid-West,BMW,Southern,0,0
13971,217140001,A217140001,23092,092 Newtown,Tipperary,South-East,SE,Southern,0,0
13972,217140002,A217140002,23092,092 Newtown,Tipperary,South-East,SE,Southern,0,0
14028,217141001,A217141001,23113,113 Nodstown,Tipperary,South-East,SE,Southern,0,0
14029,217141002,A217141002,23113,113 Nodstown,Tipperary,South-East,SE,Southern,0,0
14030,217142001,A217142001,23114,114 Oughterleague,Tipperary,South-East,SE,Southern,0,0
14031,217142002,A217142002,23114,114 Oughterleague,Tipperary,South-East,SE,Southern,1,40
14032,217143001,A217143001,23115,115 Peppardstown,Tipperary,South-East,SE,Southern,1,4
14033,217143002,A217143002,23115,115 Peppardstown,Tipperary,South-East,SE,Southern,0,0
14034,217143003,A217143003,23115,115 Peppardstown,Tipperary,South-East,SE,Southern,0,0
14035,217143004,A217143004,23115,115 Peppardstown,Tipperary,South-East,SE,Southern,0,0
14036,217143005,A217143005,23115,115 Peppardstown,Tipperary,South-East,SE,Southern,0,0
14160,217144001,A217144001,23152,152 Poyntstown,Tipperary,South-East,SE,Southern,0,0
13849,217145001,A217145001,22077,077 Rahelty,Tipperary,Mid-West,BMW,Southern,0,0
13850,217145002,A217145002,22077,077 Rahelty,Tipperary,Mid-West,BMW,Southern,2,7
13851,217145003,A217145003,22077,077 Rahelty,Tipperary,Mid-West,BMW,Southern,0,0
13685,217146001,A217146001,22019,019 Rathcabban,Tipperary,Mid-West,BMW,Southern,0,0
14199,217147001,A217147001,23171,171 Rathlynin,Tipperary,South-East,SE,Southern,0,0
13784,217148001,A217148001,22058,058 Rathnaveoge,Tipperary,Mid-West,BMW,Southern,1,28
13686,217149001,A217149001,22020,020 Redwood,Tipperary,Mid-West,BMW,Southern,0,0
13687,217150001,A217150001,22021,021 Riverstown,Tipperary,Mid-West,BMW,Southern,0,0
13688,217150002,A217150002,22021,021 Riverstown,Tipperary,Mid-West,BMW,Southern,1,3
14200,217151001,A217151001,23172,172 Rodus,Tipperary,South-East,SE,Southern,0,0
13785,217152001,A217152001,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,3,58
13786,217152002,A217152002,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,1,31
13787,217152003,A217152003,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13788,217152004,A217152004,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,1,5
13789,217152005,A217152005,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13790,217152006,A217152006,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13791,217152007,A217152007,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13792,217152008,A217152008,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13793,217152009,A217152009,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13794,217152010,A217152010,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13795,217152011,A217152011,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,2,25
13796,217152012,A217152012,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13797,217152013,A217152013,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13798,217152014,A217152014,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13799,217152015,A217152015,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13800,217152016,A217152016,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13801,217152017,A217152017,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13802,217152018,A217152018,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13803,217152019,A217152019,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13804,217152020,A217152020,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13805,217152021,A217152021,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,1,5
13806,217152022,A217152022,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13807,217152023,A217152023,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13808,217152024,A217152024,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13809,217152025,A217152025,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
13810,217152026,A217152026,22059,059 Roscrea,Tipperary,Mid-West,BMW,Southern,0,0
14201,217153001,A217153001,23173,173 Shronell,Tipperary,South-East,SE,Southern,1,28
14202,217154001,A217154001,23174,174 Solloghodbeg,Tipperary,South-East,SE,Southern,0,0
13773,217155001,A217155001,22050,050 Templederry,Tipperary,Mid-West,BMW,Southern,0,0
13618,217156001,A217156001,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,1,9
13619,217156002,A217156002,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,1,9
13620,217156003,A217156003,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,0,0
13621,217156004,A217156004,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,0,0
13622,217156005,A217156005,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,0,0
13623,217156006,A217156006,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,0,0
13624,217156007,A217156007,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,0,0
13625,217156008,A217156008,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,1,10
13626,217156009,A217156009,22003,003 Templemore,Tipperary,Mid-West,BMW,Southern,0,0
14203,217157001,A217157001,23175,175 Templeneiry,Tipperary,South-East,SE,Southern,0,0
14204,217157002,A217157002,23175,175 Templeneiry,Tipperary,South-East,SE,Southern,0,0
13852,217158001,A217158001,22078,078 Templetouhy,Tipperary,Mid-West,BMW,Southern,0,0
13853,217158002,A217158002,22078,078 Templetouhy,Tipperary,Mid-West,BMW,Southern,0,0
13854,217158003,A217158003,22078,078 Templetouhy,Tipperary,Mid-West,BMW,Southern,0,0
13689,217159001,A217159001,22022,022 Terryglass,Tipperary,Mid-West,BMW,Southern,0,0
13690,217159002,A217159002,22022,022 Terryglass,Tipperary,Mid-West,BMW,Southern,0,0
13691,217159003,A217159003,22022,022 Terryglass,Tipperary,Mid-West,BMW,Southern,0,0
14205,217160001,A217160001,23176,176 Thomastown,Tipperary,South-East,SE,Southern,1,6
14206,217160002,A217160002,23176,176 Thomastown,Tipperary,South-East,SE,Southern,0,0
13855,217161001,A217161001,22079,079 Thurles Rural,Tipperary,Mid-West,BMW,Southern,0,0
13856,217161002,A217161002,22079,079 Thurles Rural,Tipperary,Mid-West,BMW,Southern,0,0
13857,217161003,A217161003,22079,079 Thurles Rural,Tipperary,Mid-West,BMW,Southern,0,0
13858,217161004,A217161004,22079,079 Thurles Rural,Tipperary,Mid-West,BMW,Southern,0,0
13859,217161005,A217161005,22079,079 Thurles Rural,Tipperary,Mid-West,BMW,Southern,0,0
13860,217161006,A217161006,22079,079 Thurles Rural,Tipperary,Mid-West,BMW,Southern,0,0
13861,217161007,A217161007,22079,079 Thurles Rural,Tipperary,Mid-West,BMW,Southern,0,0
13627,217162001,A217162001,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13628,217162002,A217162002,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,1,33
13629,217162003,A217162003,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13630,217162004,A217162004,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13631,217162005,A217162005,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,1,29
13632,217162006,A217162006,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13633,217162007,A217162007,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13634,217162008,A217162008,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13635,217162009,A217162009,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,1,3
13636,217162010,A217162010,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,1,3
13637,217162011,A217162011,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13638,217162012,A217162012,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13639,217162013,A217162013,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13640,217162014,A217162014,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13641,217162015,A217162015,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13642,217162016,A217162016,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13643,217162017,A217162017,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13644,217162018,A217162018,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13645,217162019,A217162019,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13646,217162020,A217162020,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,1,4
13647,217162021,A217162021,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13648,217162022,A217162022,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13649,217162023,A217162023,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13650,217162024,A217162024,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,1,12
13651,217162025,A217162025,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13652,217162026,A217162026,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,2,3
13653,217162027,A217162027,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13654,217162028,A217162028,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,3,80
13655,217162029,A217162029,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13656,217162030,A217162030,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,1,7
13657,217162031,A217162031,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13658,217162032,A217162032,22004,004 Thurles Urban,Tipperary,Mid-West,BMW,Southern,0,0
13811,217163001,A217163001,22060,060 Timoney,Tipperary,Mid-West,BMW,Southern,0,0
13943,217164001,A217164001,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13944,217164002,A217164002,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,1,5
13945,217164003,A217164003,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13946,217164004,A217164004,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13947,217164005,A217164005,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13948,217164006,A217164006,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13949,217164007,A217164007,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,1,22
13950,217164008,A217164008,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13951,217164009,A217164009,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13952,217164010,A217164010,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,1,14
13953,217164011,A217164011,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
13954,217164012,A217164012,23087,087 Tipperary East Urban,Tipperary,South-East,SE,Southern,0,0
14207,217165001,A217165001,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
14208,217165002,A217165002,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
14209,217165003,A217165003,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
14210,217165004,A217165004,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
14211,217165005,A217165005,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
14212,217165006,A217165006,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
14213,217165007,A217165007,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
14214,217165008,A217165008,23177,177 Tipperary Rural,Tipperary,South-East,SE,Southern,0,0
13955,217166001,A217166001,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,1,14
13956,217166002,A217166002,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13957,217166003,A217166003,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13958,217166004,A217166004,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13959,217166005,A217166005,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13960,217166006,A217166006,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13961,217166007,A217166007,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13962,217166008,A217166008,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13963,217166009,A217166009,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,1,25
13964,217166010,A217166010,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
13965,217166011,A217166011,23088,088 Tipperary West Urban,Tipperary,South-East,SE,Southern,0,0
14087,217167001,A217167001,23129,129 Tubbrid,Tipperary,South-East,SE,Southern,0,0
14088,217167002,A217167002,23129,129 Tubbrid,Tipperary,South-East,SE,Southern,0,0
14089,217168001,A217168001,23130,130 Tullaghmelan,Tipperary,South-East,SE,Southern,0,0
14090,217168002,A217168002,23130,130 Tullaghmelan,Tipperary,South-East,SE,Southern,0,0
14091,217168003,A217168003,23130,130 Tullaghmelan,Tipperary,South-East,SE,Southern,0,0
14092,217168004,A217168004,23130,130 Tullaghmelan,Tipperary,South-East,SE,Southern,0,0
14093,217169001,A217169001,23131,131 Tullaghorton,Tipperary,South-East,SE,Southern,0,0
14037,217170001,A217170001,23116,116 Tullamain,Tipperary,South-East,SE,Southern,0,0
14038,217170002,A217170002,23116,116 Tullamain,Tipperary,South-East,SE,Southern,0,0
14039,217170003,A217170003,23116,116 Tullamain,Tipperary,South-East,SE,Southern,0,0
13862,217171001,A217171001,22080,080 Twomileborris,Tipperary,Mid-West,BMW,Southern,0,0
13863,217171002,A217171002,22080,080 Twomileborris,Tipperary,Mid-West,BMW,Southern,0,0
13864,217172001,A217172001,22081,081 Upperchurch,Tipperary,Mid-West,BMW,Southern,0,0
13692,217173001,A217173001,22023,023 Uskane,Tipperary,Mid-West,BMW,Southern,0,0
13774,217174001,A217174001,22051,051 Youghalarra,Tipperary,Mid-West,BMW,Southern,0,0
13775,217174002,A217174002,22051,051 Youghalarra,Tipperary,Mid-West,BMW,Southern,0,0
13776,217174003,A217174003,22051,051 Youghalarra,Tipperary,Mid-West,BMW,Southern,0,0
14002,217175001,A217175001,23104,104 Fethard,Tipperary,South-East,SE,Southern,0,0
14003,217175002,A217175002,23104,104 Fethard,Tipperary,South-East,SE,Southern,1,7
14004,217175003,A217175003,23104,104 Fethard,Tipperary,South-East,SE,Southern,0,0
14005,217175004,A217175004,23104,104 Fethard,Tipperary,South-East,SE,Southern,0,0
13899,217176001,A217176001,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13900,217176002,A217176002,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,1,5
13901,217176003,A217176003,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13902,217176004,A217176004,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13903,217176005,A217176005,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13904,217176006,A217176006,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13905,217176007,A217176007,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,1,28
13906,217176008,A217176008,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13907,217176009,A217176009,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13908,217176010,A217176010,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13909,217176011,A217176011,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13910,217176012,A217176012,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13911,217176013,A217176013,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,2,8
13912,217176014,A217176014,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13913,217176015,A217176015,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13914,217176016,A217176016,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13915,217176017,A217176017,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,0,0
13916,217176018,A217176018,23085,085 Clonmel East Urban,Tipperary,South-East,SE,Southern,2,8
13582,217177001,A217177001,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13583,217177002,A217177002,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13584,217177003,A217177003,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13585,217177004,A217177004,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,1,12
13586,217177005,A217177005,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,1,48
13587,217177006,A217177006,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13588,217177007,A217177007,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13589,217177008,A217177008,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13590,217177009,A217177009,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13591,217177010,A217177010,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13592,217177011,A217177011,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13593,217177012,A217177012,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13594,217177013,A217177013,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
13595,217177014,A217177014,22001,001 Nenagh East Urban,Tipperary,Mid-West,BMW,Southern,0,0
14518,227001001,A227001001,25037,037 Annestown,Waterford County,South-East,SE,Southern,0,0
14520,227001003,A227001003,25037,037 Annestown,Waterford County,South-East,SE,Southern,0,0
14521,227001005,A227001005,25037,037 Annestown,Waterford County,South-East,SE,Southern,0,0
14475,227002001,A227002001,25019,019 Aird Mhór,Waterford County,South-East,SE,Southern,0,0
14672,227003002,A227003002,25085,085 Ardmore,Waterford County,South-East,SE,Southern,0,0
14673,227003003,A227003003,25085,085 Ardmore,Waterford County,South-East,SE,Southern,1,2
14674,227003004,A227003004,25085,085 Ardmore,Waterford County,South-East,SE,Southern,1,33
14675,227003006,A227003006,25085,085 Ardmore,Waterford County,South-East,SE,Southern,1,5
14551,227004001,A227004001,25053,053 Ballyduff,Waterford County,South-East,SE,Southern,1,2
14444,227005001,A227005001,25003,003 Ballydurn,Waterford County,South-East,SE,Southern,0,0
14552,227006001,A227006001,25054,054 Ballyhane,Waterford County,South-East,SE,Southern,1,24
14553,227006002,A227006002,25054,054 Ballyhane,Waterford County,South-East,SE,Southern,0,0
14676,227007001,A227007001,25086,086 Ballyheeny,Waterford County,South-East,SE,Southern,0,0
14677,227007002,A227007002,25086,086 Ballyheeny,Waterford County,South-East,SE,Southern,0,0
14554,227008001,A227008001,25055,055 Ballyin,Waterford County,South-East,SE,Southern,1,3
14555,227008002,A227008002,25055,055 Ballyin,Waterford County,South-East,SE,Southern,0,0
14522,227009001,A227009001,25038,038 Ballylaneen,Waterford County,South-East,SE,Southern,0,0
14464,227010001,A227010001,25013,013 Ballymacarbry,Waterford County,South-East,SE,Southern,0,0
14465,227010002,A227010002,25013,013 Ballymacarbry,Waterford County,South-East,SE,Southern,0,0
14476,227011001,A227011001,25020,020 Baile Mhac Airt,Waterford County,South-East,SE,Southern,0,0
14587,227012001,A227012001,25070,070 Ballynakill (part),Waterford County,South-East,SE,Southern,1,71
14556,227013001,A227013001,25056,056 Ballynamult,Waterford County,South-East,SE,Southern,0,0
14557,227014001,A227014001,25057,057 Ballysaggartmore,Waterford County,South-East,SE,Southern,0,0
14478,227015001,A227015001,25021,021 Bohadoon,Waterford County,South-East,SE,Southern,0,0
14479,227016001,A227016001,25022,022 Cappagh,Waterford County,South-East,SE,Southern,0,0
14480,227016002,A227016002,25022,022 Cappagh,Waterford County,South-East,SE,Southern,0,0
14559,227017002,A227017002,25058,058 Cappoquin,Waterford County,South-East,SE,Southern,0,0
14560,227017003,A227017003,25058,058 Cappoquin,Waterford County,South-East,SE,Southern,0,0
14561,227017005,A227017005,25058,058 Cappoquin,Waterford County,South-East,SE,Southern,0,0
14562,227017006,A227017006,25058,058 Cappoquin,Waterford County,South-East,SE,Southern,0,0
14563,227017007,A227017007,25058,058 Cappoquin,Waterford County,South-East,SE,Southern,1,24
14445,227018001,A227018001,25004,004 Carrickbeg Rural,Waterford County,South-East,SE,Southern,0,0
14446,227018002,A227018002,25004,004 Carrickbeg Rural,Waterford County,South-East,SE,Southern,0,0
14523,227019001,A227019001,25039,039 Carrigcastle,Waterford County,South-East,SE,Southern,0,0
14482,227020002,A227020002,25023,023 Carriglea,Waterford County,South-East,SE,Southern,0,0
14564,227021001,A227021001,25059,059 Castlerichard,Waterford County,South-East,SE,Southern,0,0
14565,227021002,A227021002,25059,059 Castlerichard,Waterford County,South-East,SE,Southern,1,29
14678,227022001,A227022001,25087,087 Clashmore,Waterford County,South-East,SE,Southern,0,0
14679,227022002,A227022002,25087,087 Clashmore,Waterford County,South-East,SE,Southern,0,0
14447,227023001,A227023001,25005,005 Clonea,Waterford County,South-East,SE,Southern,0,0
14448,227023002,A227023002,25005,005 Clonea,Waterford County,South-East,SE,Southern,0,0
14484,227024002,A227024002,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14485,227024003,A227024003,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14486,227024004,A227024004,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14487,227024005,A227024005,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14488,227024006,A227024006,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14489,227024007,A227024007,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14490,227024008,A227024008,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14491,227024009,A227024009,25024,024 Clonea,Waterford County,South-East,SE,Southern,0,0
14492,227025001,A227025001,25025,025 Colligan,Waterford County,South-East,SE,Southern,0,0
14493,227025002,A227025002,25025,025 Colligan,Waterford County,South-East,SE,Southern,0,0
14494,227025003,A227025003,25025,025 Colligan,Waterford County,South-East,SE,Southern,0,0
14524,227026001,A227026001,25040,040 Comeragh,Waterford County,South-East,SE,Southern,0,0
14525,227026002,A227026002,25040,040 Comeragh,Waterford County,South-East,SE,Southern,0,0
14495,227027001,A227027001,25026,026 Coumaraglin,Waterford County,South-East,SE,Southern,0,0
14496,227028001,A227028001,25027,027 Dromana,Waterford County,South-East,SE,Southern,0,0
14497,227028002,A227028002,25027,027 Dromana,Waterford County,South-East,SE,Southern,0,0
14498,227028003,A227028003,25027,027 Dromana,Waterford County,South-East,SE,Southern,0,0
14499,227029001,A227029001,25028,028 Dromore,Waterford County,South-East,SE,Southern,0,0
14588,227030001,A227030001,25071,071 Drumcannon,Waterford County,South-East,SE,Southern,0,0
14566,227031001,A227031001,25060,060 Drumroe,Waterford County,South-East,SE,Southern,0,0
14413,227032001,A227032001,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14414,227032002,A227032002,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14415,227032003,A227032003,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14416,227032004,A227032004,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14417,227032005,A227032005,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14418,227032006,A227032006,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,1,20
14419,227032007,A227032007,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,1,8
14420,227032008,A227032008,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14421,227032009,A227032009,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,1,4
14422,227032010,A227032010,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,1,35
14423,227032011,A227032011,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,2,125
14424,227032012,A227032012,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14425,227032013,A227032013,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14426,227032014,A227032014,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,1,22
14427,227032015,A227032015,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,2,12
14428,227032016,A227032016,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14429,227032017,A227032017,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,2,17
14430,227032018,A227032018,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14431,227032019,A227032019,25001,001 Dungarvan No. 1 Urban,Waterford County,South-East,SE,Southern,0,0
14432,227033001,A227033001,25002,002 Dungarvan No. 2 Urban,Waterford County,South-East,SE,Southern,0,0
14433,227033002,A227033002,25002,002 Dungarvan No. 2 Urban,Waterford County,South-East,SE,Southern,0,0
14434,227033003,A227033003,25002,002 Dungarvan No. 2 Urban,Waterford County,South-East,SE,Southern,0,0
14435,227033004,A227033004,25002,002 Dungarvan No. 2 Urban,Waterford County,South-East,SE,Southern,0,0
14436,227033005,A227033005,25002,002 Dungarvan No. 2 Urban,Waterford County,South-East,SE,Southern,0,0
14437,227033006,A227033006,25002,002 Dungarvan No. 2 Urban,Waterford County,South-East,SE,Southern,0,0
