Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Persons_In_Communal_Establishments_Establishments_2011,Persons_In_Communal_Establishments_Persons_2011
9800,37098001,A037098001,16093,093 Kilrush Rural,Clare,Mid-West,BMW,Southern,0,0
9801,37098002,A037098002,16093,093 Kilrush Rural,Clare,Mid-West,BMW,Southern,0,0
9802,37098003,A037098003,16093,093 Kilrush Rural,Clare,Mid-West,BMW,Southern,0,0
9455,37099001,A037099001,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9456,37099002,A037099002,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9457,37099003,A037099003,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9458,37099004,A037099004,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,1,23
9459,37099005,A037099005,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,1,8
9460,37099006,A037099006,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9461,37099007,A037099007,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9462,37099008,A037099008,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9463,37099009,A037099009,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,2,47
9464,37099010,A037099010,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9465,37099011,A037099011,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9466,37099012,A037099012,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,1,1
9467,37099013,A037099013,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,0,0
9468,37099014,A037099014,16005,005 Kilrush Urban,Clare,Mid-West,BMW,Southern,3,78
9857,37100001,A037100001,16115,115 Kilseily,Clare,Mid-West,BMW,Southern,0,0
9858,37100002,A037100002,16115,115 Kilseily,Clare,Mid-West,BMW,Southern,0,0
9715,37101001,A037101001,16059,059 Kilshanny,Clare,Mid-West,BMW,Southern,0,0
9922,37102001,A037102001,16147,147 Kiltannon,Clare,Mid-West,BMW,Southern,0,0
9859,37103001,A037103001,16116,116 Kiltenanlea,Clare,Mid-West,BMW,Southern,0,0
9860,37103002,A037103002,16116,116 Kiltenanlea,Clare,Mid-West,BMW,Southern,0,0
9861,37103003,A037103003,16116,116 Kiltenanlea,Clare,Mid-West,BMW,Southern,0,0
9862,37103004,A037103004,16116,116 Kiltenanlea,Clare,Mid-West,BMW,Southern,0,0
9863,37103005,A037103005,16116,116 Kiltenanlea,Clare,Mid-West,BMW,Southern,0,0
9864,37103006,A037103006,16116,116 Kiltenanlea,Clare,Mid-West,BMW,Southern,0,0
9495,37104001,A037104001,16022,022 Kiltoraght,Clare,Mid-West,BMW,Southern,0,0
9650,37105001,A037105001,16039,039 Kinturk,Clare,Mid-West,BMW,Southern,0,0
9803,37106001,A037106001,16094,094 Knock,Clare,Mid-West,BMW,Southern,0,0
9804,37107001,A037107001,16095,095 Knocknaboley,Clare,Mid-West,BMW,Southern,0,0
9805,37107002,A037107002,16095,095 Knocknaboley,Clare,Mid-West,BMW,Southern,0,0
9806,37108001,A037108001,16096,096 Knocknagore,Clare,Mid-West,BMW,Southern,0,0
9923,37109001,A037109001,16148,148 Kyle,Clare,Mid-West,BMW,Southern,0,0
9865,37110001,A037110001,16117,117 Lackareagh,Clare,Mid-West,BMW,Southern,0,0
9716,37111001,A037111001,16060,060 Liscannor,Clare,Mid-West,BMW,Southern,1,27
9717,37111002,A037111002,16060,060 Liscannor,Clare,Mid-West,BMW,Southern,0,0
9751,37112001,A037112001,16074,074 Liscasey,Clare,Mid-West,BMW,Southern,0,0
9752,37112002,A037112002,16074,074 Liscasey,Clare,Mid-West,BMW,Southern,0,0
9478,37113001,A037113001,16012,012 Lisdoonvarna,Clare,Mid-West,BMW,Southern,5,198
9479,37113002,A037113002,16012,012 Lisdoonvarna,Clare,Mid-West,BMW,Southern,2,31
9480,37113003,A037113003,16012,012 Lisdoonvarna,Clare,Mid-West,BMW,Southern,1,8
9753,37114001,A037114001,16075,075 Lisheen,Clare,Mid-West,BMW,Southern,0,0
9754,37114002,A037114002,16075,075 Lisheen,Clare,Mid-West,BMW,Southern,0,0
9924,37115001,A037115001,16149,149 Loughea,Clare,Mid-West,BMW,Southern,0,0
9719,37116001,A037116001,16061,061 Lurraga,Clare,Mid-West,BMW,Southern,0,0
9720,37117001,A037117001,16062,062 Magherareagh,Clare,Mid-West,BMW,Southern,0,0
9721,37118001,A037118001,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9722,37118002,A037118002,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9723,37118003,A037118003,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,1,68
9724,37118004,A037118004,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9725,37118005,A037118005,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9727,37118007,A037118007,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9728,37118009,A037118009,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9729,37118010,A037118010,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9730,37118011,A037118011,16063,063 Milltown Malbay,Clare,Mid-West,BMW,Southern,0,0
9481,37119001,A037119001,16013,013 Mountelva,Clare,Mid-West,BMW,Southern,0,0
9866,37120001,A037120001,16118,118 Mountievers,Clare,Mid-West,BMW,Southern,0,0
9867,37120002,A037120002,16118,118 Mountievers,Clare,Mid-West,BMW,Southern,0,0
9868,37120003,A037120003,16118,118 Mountievers,Clare,Mid-West,BMW,Southern,0,0
9869,37120004,A037120004,16118,118 Mountievers,Clare,Mid-West,BMW,Southern,0,0
9870,37120005,A037120005,16118,118 Mountievers,Clare,Mid-West,BMW,Southern,0,0
9896,37121001,A037121001,16135,135 Mountshannon,Clare,Mid-West,BMW,Southern,0,0
9897,37121002,A037121002,16135,135 Mountshannon,Clare,Mid-West,BMW,Southern,0,0
9898,37121003,A037121003,16135,135 Mountshannon,Clare,Mid-West,BMW,Southern,1,8
9731,37123001,A037123001,16064,064 Moy,Clare,Mid-West,BMW,Southern,0,0
9732,37123002,A037123002,16064,064 Moy,Clare,Mid-West,BMW,Southern,0,0
9733,37123003,A037123003,16064,064 Moy,Clare,Mid-West,BMW,Southern,0,0
9808,37124001,A037124001,16098,098 Moyarta,Clare,Mid-West,BMW,Southern,0,0
9809,37124002,A037124002,16098,098 Moyarta,Clare,Mid-West,BMW,Southern,0,0
9496,37125001,A037125001,16023,023 Muckanagh,Clare,Mid-West,BMW,Southern,0,0
9810,37126001,A037126001,16099,099 Mullagh,Clare,Mid-West,BMW,Southern,0,0
9925,37127001,A037127001,16150,150 Newgrove,Clare,Mid-West,BMW,Southern,0,0
9651,37128001,A037128001,16040,040 Newmarket,Clare,Mid-West,BMW,Southern,0,0
9652,37128002,A037128002,16040,040 Newmarket,Clare,Mid-West,BMW,Southern,0,0
9653,37128003,A037128003,16040,040 Newmarket,Clare,Mid-West,BMW,Southern,0,0
9654,37128004,A037128004,16040,040 Newmarket,Clare,Mid-West,BMW,Southern,0,0
9655,37128005,A037128005,16040,040 Newmarket,Clare,Mid-West,BMW,Southern,0,0
9656,37128006,A037128006,16040,040 Newmarket,Clare,Mid-West,BMW,Southern,0,0
9657,37128007,A037128007,16040,040 Newmarket,Clare,Mid-West,BMW,Southern,2,218
9483,37129001,A037129001,16014/16008,014/008 Noughaval/Castletown,Clare,Mid-West,BMW,Southern,0,0
9872,37130003,A037130003,16119,119 O'Briensbridge,Clare,Mid-West,BMW,Southern,0,0
9899,37131001,A037131001,16136,136 Ogonnelloe,Clare,Mid-West,BMW,Southern,0,0
9900,37131002,A037131002,16136,136 Ogonnelloe,Clare,Mid-West,BMW,Southern,0,0
9901,37131003,A037131003,16136,136 Ogonnelloe,Clare,Mid-West,BMW,Southern,0,0
9484,37132001,A037132001,16015,015 Oughtmama,Clare,Mid-West,BMW,Southern,0,0
9811,37133001,A037133001,16100,100 Querrin,Clare,Mid-West,BMW,Southern,0,0
9926,37134001,A037134001,16151,151 Quin,Clare,Mid-West,BMW,Southern,1,1
9927,37134002,A037134002,16151,151 Quin,Clare,Mid-West,BMW,Southern,0,0
9928,37134003,A037134003,16151,151 Quin,Clare,Mid-West,BMW,Southern,1,5
9929,37134004,A037134004,16151,151 Quin,Clare,Mid-West,BMW,Southern,0,0
9930,37134005,A037134005,16151,151 Quin,Clare,Mid-West,BMW,Southern,0,0
9812,37135001,A037135001,16101,101 Rahona,Clare,Mid-West,BMW,Southern,0,0
9497,37136001,A037136001,16024,024 Rath,Clare,Mid-West,BMW,Southern,0,0
9485,37137001,A037137001,16016,016 Rathborney,Clare,Mid-West,BMW,Southern,2,20
9931,37138001,A037138001,16152,152 Rathclooney,Clare,Mid-West,BMW,Southern,0,0
9755,37139001,A037139001,16076,076 Rinealon,Clare,Mid-West,BMW,Southern,0,0
9932,37140001,A037140001,16153,153 Rossroe,Clare,Mid-West,BMW,Southern,0,0
9933,37140002,A037140002,16153,153 Rossroe,Clare,Mid-West,BMW,Southern,0,0
9498,37141001,A037141001,16025,025 Ruan,Clare,Mid-West,BMW,Southern,0,0
9499,37141002,A037141002,16025,025 Ruan,Clare,Mid-West,BMW,Southern,0,0
9500,37141003,A037141003,16025,025 Ruan,Clare,Mid-West,BMW,Southern,0,0
9902,37142001,A037142001,16137,137 Scarriff,Clare,Mid-West,BMW,Southern,0,0
9903,37142002,A037142002,16137,137 Scarriff,Clare,Mid-West,BMW,Southern,0,0
9904,37142003,A037142003,16137,137 Scarriff,Clare,Mid-West,BMW,Southern,0,0
9905,37142004,A037142004,16137,137 Scarriff,Clare,Mid-West,BMW,Southern,0,0
9906,37142005,A037142005,16137,137 Scarriff,Clare,Mid-West,BMW,Southern,0,0
9907,37142006,A037142006,16137,137 Scarriff,Clare,Mid-West,BMW,Southern,2,36
9658,37143001,A037143001,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,0,0
9659,37143002,A037143002,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,0,0
9660,37143003,A037143003,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,0,0
9661,37143004,A037143004,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,0,0
9662,37143005,A037143005,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,0,0
9663,37143006,A037143006,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,0,0
9664,37143007,A037143007,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,1,6
9665,37143008,A037143008,16041,041 Sixmilebridge,Clare,Mid-West,BMW,Southern,0,0
9735,37144001,A037144001,16065,065 Smithstown,Clare,Mid-West,BMW,Southern,0,0
9666,37145001,A037145001,16042,042 Spancelhill,Clare,Mid-West,BMW,Southern,0,0
9667,37145002,A037145002,16042,042 Spancelhill,Clare,Mid-West,BMW,Southern,0,0
9668,37145003,A037145003,16042,042 Spancelhill,Clare,Mid-West,BMW,Southern,0,0
9814,37146001,A037146001,16102,102 St. Martin's,Clare,Mid-West,BMW,Southern,0,0
9669,37147001,A037147001,16043,043 Templemaley,Clare,Mid-West,BMW,Southern,0,0
9670,37147002,A037147002,16043,043 Templemaley,Clare,Mid-West,BMW,Southern,0,0
9671,37147003,A037147003,16043,043 Templemaley,Clare,Mid-West,BMW,Southern,0,0
9672,37147004,A037147004,16043,043 Templemaley,Clare,Mid-West,BMW,Southern,0,0
9934,37148001,A037148001,16154,154 Toberbreeda,Clare,Mid-West,BMW,Southern,0,0
9673,37149001,A037149001,16044,044 Tomfinlough,Clare,Mid-West,BMW,Southern,0,0
9674,37149002,A037149002,16044,044 Tomfinlough,Clare,Mid-West,BMW,Southern,0,0
9675,37149003,A037149003,16044,044 Tomfinlough,Clare,Mid-West,BMW,Southern,0,0
9935,37150001,A037150001,16155,155 Tulla,Clare,Mid-West,BMW,Southern,0,0
9936,37150002,A037150002,16155,155 Tulla,Clare,Mid-West,BMW,Southern,0,0
9937,37150003,A037150003,16155,155 Tulla,Clare,Mid-West,BMW,Southern,0,0
9938,37150004,A037150004,16155,155 Tulla,Clare,Mid-West,BMW,Southern,0,0
9939,37150005,A037150005,16155,155 Tulla,Clare,Mid-West,BMW,Southern,0,0
9815,37151001,A037151001,16103,103 Tullig,Clare,Mid-West,BMW,Southern,0,0
9816,37152001,A037152001,16104,104 Tullycreen,Clare,Mid-West,BMW,Southern,0,0
9676,37153001,A037153001,16045,045 Urlan,Clare,Mid-West,BMW,Southern,1,2
9677,37153002,A037153002,16045,045 Urlan,Clare,Mid-West,BMW,Southern,0,0
9678,37153003,A037153003,16045,045 Urlan,Clare,Mid-West,BMW,Southern,1,116
9429,37154001,A037154001,16001,001 Ennis No. 1 Urban,Clare,Mid-West,BMW,Southern,0,0
9430,37154002,A037154002,16001,001 Ennis No. 1 Urban,Clare,Mid-West,BMW,Southern,0,0
9431,37154003,A037154003,16001,001 Ennis No. 1 Urban,Clare,Mid-West,BMW,Southern,0,0
9432,37154004,A037154004,16001,001 Ennis No. 1 Urban,Clare,Mid-West,BMW,Southern,1,15
9433,37154005,A037154005,16001,001 Ennis No. 1 Urban,Clare,Mid-West,BMW,Southern,0,0
9434,37154006,A037154006,16001,001 Ennis No. 1 Urban,Clare,Mid-West,BMW,Southern,0,0
9435,37154007,A037154007,16001,001 Ennis No. 1 Urban,Clare,Mid-West,BMW,Southern,1,5
9446,37155001,A037155001,16003,003 Ennis No. 3 Urban,Clare,Mid-West,BMW,Southern,4,31
9447,37156001,A037156001,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,0,0
9448,37156002,A037156002,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,0,0
9449,37156003,A037156003,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,0,0
9450,37156004,A037156004,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,0,0
9451,37156005,A037156005,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,1,10
9452,37156006,A037156006,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,4,101
9453,37156007,A037156007,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,1,13
9454,37156008,A037156008,16004,004 Ennis No. 4 Urban,Clare,Mid-West,BMW,Southern,0,0
10813,47001001,A047001001,18054,054 Abbeymahon,Cork County,South-West,SE,Southern,0,0
10814,47001002,A047001002,18054,054 Abbeymahon,Cork County,South-West,SE,Southern,0,0
10815,47001003,A047001003,18054,054 Abbeymahon,Cork County,South-West,SE,Southern,0,0
10783,47002002,A047002002,18047,047 Adrigole,Cork County,South-West,SE,Southern,0,0
10785,47002005,A047002005,18047,047 Adrigole,Cork County,South-West,SE,Southern,0,0
11995,47003001,A047003001,18286,286 Aghadown North,Cork County,South-West,SE,Southern,0,0
11997,47004003,A047004003,18287,287 Aghadown South,Cork County,South-West,SE,Southern,0,0
11998,47004004,A047004004,18287,287 Aghadown South,Cork County,South-West,SE,Southern,0,0
11999,47004005,A047004005,18287,287 Aghadown South,Cork County,South-West,SE,Southern,0,0
11385,47005001,A047005001,18121,121 Aghern,Cork County,South-West,SE,Southern,0,0
11637,47006001,A047006001,18197,197 Aghinagh,Cork County,South-West,SE,Southern,0,0
11638,47006002,A047006002,18197,197 Aghinagh,Cork County,South-West,SE,Southern,0,0
11639,47007001,A047007001,18198,198 Aglish,Cork County,South-West,SE,Southern,0,0
11640,47007002,A047007002,18198,198 Aglish,Cork County,South-West,SE,Southern,0,0
11641,47007003,A047007003,18198,198 Aglish,Cork County,South-West,SE,Southern,0,0
11642,47007004,A047007004,18198,198 Aglish,Cork County,South-West,SE,Southern,1,17
10735,47008001,A047008001,18032,032 Ahil,Cork County,South-West,SE,Southern,0,0
11471,47009001,A047009001,18145,145 Allow,Cork County,South-West,SE,Southern,0,0
11472,47009002,A047009002,18145,145 Allow,Cork County,South-West,SE,Southern,0,0
12088,47010001,A047010001,18320,320 Ardagh,Cork County,South-West,SE,Southern,0,0
12089,47010002,A047010002,18320,320 Ardagh,Cork County,South-West,SE,Southern,0,0
10816,47011001,A047011001,18055,055 Ardfield,Cork County,South-West,SE,Southern,0,0
10817,47011002,A047011002,18055,055 Ardfield,Cork County,South-West,SE,Southern,0,0
10818,47011003,A047011003,18055,055 Ardfield,Cork County,South-West,SE,Southern,0,0
10819,47011004,A047011004,18055,055 Ardfield,Cork County,South-West,SE,Southern,1,2
11700,47012001,A047012001,18221,221 Ardskeagh,Cork County,South-West,SE,Southern,1,3
11701,47012002,A047012002,18221,221 Ardskeagh,Cork County,South-West,SE,Southern,0,0
10820,47013001,A047013001,18056,056 Argideen,Cork County,South-West,SE,Southern,0,0
11350,47014001,A047014001,18105,105 Aultagh,Cork County,South-West,SE,Southern,0,0
10646,47015001,A047015001,18011,011 Ballinadee,Cork County,South-West,SE,Southern,0,0
10647,47015002,A047015002,18011,011 Ballinadee,Cork County,South-West,SE,Southern,0,0
10866,47016001,A047016001,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10867,47016002,A047016002,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10868,47016003,A047016003,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10869,47016004,A047016004,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10870,47016005,A047016005,18075,075 Ballincollig,Cork County,South-West,SE,Southern,1,23
10871,47016006,A047016006,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10872,47016007,A047016007,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10873,47016008,A047016008,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10874,47016009,A047016009,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10875,47016010,A047016010,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10876,47016011,A047016011,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10877,47016012,A047016012,18075,075 Ballincollig,Cork County,South-West,SE,Southern,1,8
10878,47016013,A047016013,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10879,47016014,A047016014,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10880,47016015,A047016015,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10881,47016016,A047016016,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10882,47016017,A047016017,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10883,47016018,A047016018,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10884,47016019,A047016019,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10885,47016020,A047016020,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10886,47016021,A047016021,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10887,47016022,A047016022,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10888,47016023,A047016023,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10889,47016024,A047016024,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10890,47016025,A047016025,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10891,47016026,A047016026,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10892,47016027,A047016027,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10893,47016028,A047016028,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10894,47016029,A047016029,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10895,47016030,A047016030,18075,075 Ballincollig,Cork County,South-West,SE,Southern,1,25
10896,47016031,A047016031,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10897,47016032,A047016032,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10898,47016033,A047016033,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10899,47016034,A047016034,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10900,47016035,A047016035,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10901,47016036,A047016036,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10902,47016037,A047016037,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10903,47016038,A047016038,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10904,47016039,A047016039,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10905,47016040,A047016040,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10906,47016041,A047016041,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10907,47016042,A047016042,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10908,47016043,A047016043,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10909,47016044,A047016044,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10910,47016045,A047016045,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10911,47016046,A047016046,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10912,47016047,A047016047,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10913,47016048,A047016048,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10914,47016049,A047016049,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10915,47016050,A047016050,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10916,47016051,A047016051,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10917,47016052,A047016052,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10918,47016053,A047016053,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10919,47016054,A047016054,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10920,47016055,A047016055,18075,075 Ballincollig,Cork County,South-West,SE,Southern,1,38
10921,47016056,A047016056,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10922,47016057,A047016057,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10923,47016058,A047016058,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10924,47016059,A047016059,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10925,47016060,A047016060,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10926,47016061,A047016061,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10927,47016062,A047016062,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10928,47016063,A047016063,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10929,47016064,A047016064,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10930,47016065,A047016065,18075,075 Ballincollig,Cork County,South-West,SE,Southern,0,0
10931,47016066,A047016066,18075,075 Ballincollig,Cork County,South-West,SE,Southern,1,39
11351,47017001,A047017001,18106,106 Ballingurteen,Cork County,South-West,SE,Southern,0,0
11352,47017002,A047017002,18106,106 Ballingurteen,Cork County,South-West,SE,Southern,0,0
11353,47017003,A047017003,18106,106 Ballingurteen,Cork County,South-West,SE,Southern,0,0
11546,47018001,A047018001,18178,178 Ballinspittle,Cork County,South-West,SE,Southern,0,0
11547,47018002,A047018002,18178,178 Ballinspittle,Cork County,South-West,SE,Southern,0,0
11548,47018003,A047018003,18178,178 Ballinspittle,Cork County,South-West,SE,Southern,0,0
11804,47019001,A047019001,18246,246 Ballintemple,Cork County,South-West,SE,Southern,2,70
11805,47019002,A047019002,18246,246 Ballintemple,Cork County,South-West,SE,Southern,0,0
11806,47019003,A047019003,18246,246 Ballintemple,Cork County,South-West,SE,Southern,0,0
11960,47020001,A047020001,18277,277 Ballyarthur,Cork County,South-West,SE,Southern,0,0
12059,47021001,A047021001,18309,309 Ballybane,Cork County,South-West,SE,Southern,0,0
12060,47021002,A047021002,18309,309 Ballybane,Cork County,South-West,SE,Southern,0,0
11702,47022001,A047022001,18222,222 Ballyclogh,Cork County,South-West,SE,Southern,1,7
11703,47022002,A047022002,18222,222 Ballyclogh,Cork County,South-West,SE,Southern,0,0
11704,47022003,A047022003,18222,222 Ballyclogh,Cork County,South-West,SE,Southern,0,0
11807,47023001,A047023001,18247,247 Ballycottin,Cork County,South-West,SE,Southern,1,13
11808,47023002,A047023002,18247,247 Ballycottin,Cork County,South-West,SE,Southern,0,0
11809,47023003,A047023003,18247,247 Ballycottin,Cork County,South-West,SE,Southern,0,0
11810,47023004,A047023004,18247,247 Ballycottin,Cork County,South-West,SE,Southern,0,0
11811,47023005,A047023005,18247,247 Ballycottin,Cork County,South-West,SE,Southern,1,1
11812,47023006,A047023006,18247,247 Ballycottin,Cork County,South-West,SE,Southern,0,0
11813,47023007,A047023007,18247,247 Ballycottin,Cork County,South-West,SE,Southern,0,0
11814,47023008,A047023008,18247,247 Ballycottin,Cork County,South-West,SE,Southern,2,14
12061,47024001,A047024001,18310,310 Ballydehob,Cork County,South-West,SE,Southern,0,0
12062,47024002,A047024002,18310,310 Ballydehob,Cork County,South-West,SE,Southern,0,0
12063,47024003,A047024003,18310,310 Ballydehob,Cork County,South-West,SE,Southern,0,0
12065,47024005,A047024005,18310,310 Ballydehob,Cork County,South-West,SE,Southern,0,0
12066,47024006,A047024006,18310,310 Ballydehob,Cork County,South-West,SE,Southern,0,0
11549,47025001,A047025001,18179,179 Ballyfeard,Cork County,South-West,SE,Southern,0,0
11550,47026001,A047026001,18180,180 Ballyfoyle,Cork County,South-West,SE,Southern,1,17
10932,47027001,A047027001,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,1,65
10933,47027002,A047027002,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,0,0
10934,47027003,A047027003,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,0,0
10935,47027004,A047027004,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,0,0
10936,47027005,A047027005,18076,076 Ballygarvan,Cork County,South-West,SE,Southern,0,0
10648,47028001,A047028001,18012,012 Ballygroman,Cork County,South-West,SE,Southern,0,0
10649,47028002,A047028002,18012,012 Ballygroman,Cork County,South-West,SE,Southern,0,0
10650,47028003,A047028003,18012,012 Ballygroman,Cork County,South-West,SE,Southern,0,0
10651,47028004,A047028004,18012,012 Ballygroman,Cork County,South-West,SE,Southern,0,0
10652,47028005,A047028005,18012,012 Ballygroman,Cork County,South-West,SE,Southern,0,0
10653,47028006,A047028006,18012,012 Ballygroman,Cork County,South-West,SE,Southern,0,0
11473,47029001,A047029001,18146,146 Ballyhoolahan,Cork County,South-West,SE,Southern,0,0
11386,47030001,A047030001,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,0,0
11387,47030002,A047030002,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,0,0
11388,47030003,A047030003,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,0,0
11389,47030004,A047030004,18122,122 Ballyhooly,Cork County,South-West,SE,Southern,0,0
11551,47031001,A047031001,18181,181 Ballymackean,Cork County,South-West,SE,Southern,0,0
11552,47031002,A047031002,18181,181 Ballymackean,Cork County,South-West,SE,Southern,0,0
11553,47032001,A047032001,18182,182 Ballymartle,Cork County,South-West,SE,Southern,0,0
11554,47032002,A047032002,18182,182 Ballymartle,Cork County,South-West,SE,Southern,0,0
11555,47032003,A047032003,18182,182 Ballymartle,Cork County,South-West,SE,Southern,0,0
11556,47032004,A047032004,18182,182 Ballymartle,Cork County,South-West,SE,Southern,0,0
10654,47033001,A047033001,18013,013 Ballymodan,Cork County,South-West,SE,Southern,0,0
10655,47033002,A047033002,18013,013 Ballymodan,Cork County,South-West,SE,Southern,0,0
